source_type,participant,measure,error
robot,ROBOT,orientation error (degree),6.269540786743164
robot,ROBOT,orientation error (degree),4.661696434020996
robot,ROBOT,orientation error (degree),2.890424489974976
robot,ROBOT,orientation error (degree),2.9921205043792725
robot,ROBOT,orientation error (degree),4.764441013336182
robot,ROBOT,orientation error (degree),2.182295322418213
robot,ROBOT,orientation error (degree),3.896817445755005
robot,ROBOT,orientation error (degree),3.4619274139404297
robot,ROBOT,orientation error (degree),3.0775256156921387
robot,ROBOT,orientation error (degree),3.9889960289001465
robot,ROBOT,orientation error (degree),2.4035472869873047
robot,ROBOT,orientation error (degree),3.349949359893799
robot,ROBOT,orientation error (degree),2.839866399765014
robot,ROBOT,orientation error (degree),2.675178289413452
robot,ROBOT,orientation error (degree),6.731553554534912
robot,ROBOT,orientation error (degree),5.332889556884766
robot,ROBOT,orientation error (degree),5.225022315979004
robot,ROBOT,orientation error (degree),4.308662414550781
robot,ROBOT,orientation error (degree),5.457327842712402
robot,ROBOT,orientation error (degree),3.847866773605346
robot,ROBOT,orientation error (degree),4.062546253204346
robot,ROBOT,orientation error (degree),3.039376974105835
robot,ROBOT,orientation error (degree),3.7995235919952393
robot,ROBOT,orientation error (degree),7.475118637084961
robot,ROBOT,orientation error (degree),5.551108360290527
robot,ROBOT,orientation error (degree),3.202223539352417
robot,ROBOT,orientation error (degree),2.0811188220977783
robot,ROBOT,orientation error (degree),3.979165554046631
robot,ROBOT,orientation error (degree),4.526449203491211
robot,ROBOT,orientation error (degree),3.810331106185913
robot,ROBOT,orientation error (degree),5.779299736022949
robot,ROBOT,orientation error (degree),7.75554895401001
robot,ROBOT,orientation error (degree),5.233865261077881
robot,ROBOT,orientation error (degree),5.248445987701416
robot,ROBOT,orientation error (degree),4.755139827728272
robot,ROBOT,orientation error (degree),3.0550525188446045
robot,ROBOT,orientation error (degree),4.291628360748291
robot,ROBOT,orientation error (degree),1.856461763381958
robot,ROBOT,orientation error (degree),3.214427709579468
robot,ROBOT,orientation error (degree),5.262017726898193
robot,ROBOT,orientation error (degree),5.532295227050781
robot,ROBOT,orientation error (degree),3.530694961547852
robot,ROBOT,orientation error (degree),4.433233261108398
robot,ROBOT,orientation error (degree),3.452866554260254
robot,ROBOT,orientation error (degree),1.9147908687591555
robot,ROBOT,orientation error (degree),3.5215885639190674
robot,ROBOT,orientation error (degree),4.223918914794922
robot,ROBOT,orientation error (degree),2.091063499450684
robot,ROBOT,orientation error (degree),5.4747514724731445
robot,ROBOT,orientation error (degree),4.715840816497803
robot,ROBOT,orientation error (degree),3.3110339641571045
robot,ROBOT,orientation error (degree),5.663788795471191
robot,ROBOT,orientation error (degree),3.929445266723633
robot,ROBOT,orientation error (degree),6.296938419342041
robot,ROBOT,orientation error (degree),4.573117733001709
robot,ROBOT,orientation error (degree),3.3529868125915527
robot,ROBOT,orientation error (degree),3.660087823867798
robot,ROBOT,orientation error (degree),2.557572364807129
robot,ROBOT,orientation error (degree),2.7087719440460205
robot,ROBOT,orientation error (degree),3.375450134277344
robot,ROBOT,orientation error (degree),2.1314806938171387
robot,ROBOT,orientation error (degree),4.887038707733154
robot,ROBOT,orientation error (degree),2.785583019256592
robot,ROBOT,orientation error (degree),3.975324869155884
robot,ROBOT,orientation error (degree),3.961211442947388
robot,ROBOT,orientation error (degree),3.313516616821289
robot,ROBOT,orientation error (degree),0.8851442337036133
robot,ROBOT,orientation error (degree),3.091614961624145
robot,ROBOT,orientation error (degree),6.135328769683838
robot,ROBOT,orientation error (degree),2.927837610244751
robot,ROBOT,orientation error (degree),3.1796460151672363
robot,ROBOT,orientation error (degree),2.1851634979248047
robot,ROBOT,orientation error (degree),3.547513246536255
robot,ROBOT,orientation error (degree),3.0812129974365234
robot,ROBOT,orientation error (degree),5.692438125610352
robot,ROBOT,orientation error (degree),4.543381214141846
robot,ROBOT,orientation error (degree),9.965492248535156
robot,ROBOT,orientation error (degree),3.028020143508911
robot,ROBOT,orientation error (degree),3.6235275268554688
robot,ROBOT,orientation error (degree),3.3424601554870605
robot,ROBOT,orientation error (degree),5.289353370666504
robot,ROBOT,orientation error (degree),4.117039203643799
robot,ROBOT,orientation error (degree),2.4943413734436035
robot,ROBOT,orientation error (degree),4.367535591125488
robot,ROBOT,orientation error (degree),5.331199169158936
robot,ROBOT,orientation error (degree),3.866751909255981
robot,ROBOT,orientation error (degree),3.780096530914306
robot,ROBOT,orientation error (degree),3.842265129089356
robot,ROBOT,orientation error (degree),6.490267753601074
robot,ROBOT,orientation error (degree),4.868161201477051
robot,ROBOT,orientation error (degree),5.517823219299316
robot,ROBOT,orientation error (degree),4.151618480682373
robot,ROBOT,orientation error (degree),1.7992883920669556
robot,ROBOT,orientation error (degree),3.1830921173095703
robot,ROBOT,orientation error (degree),3.365924835205078
robot,ROBOT,orientation error (degree),3.937907695770264
robot,ROBOT,orientation error (degree),2.504990577697754
robot,ROBOT,orientation error (degree),3.8209030628204346
robot,ROBOT,orientation error (degree),8.3787841796875
robot,ROBOT,orientation error (degree),2.2708992958068848
robot,ROBOT,orientation error (degree),3.506321907043457
robot,ROBOT,orientation error (degree),5.846334457397461
robot,ROBOT,orientation error (degree),5.852700710296631
robot,ROBOT,orientation error (degree),2.8870365619659424
robot,ROBOT,orientation error (degree),3.7265701293945312
robot,ROBOT,orientation error (degree),3.863813638687134
robot,ROBOT,orientation error (degree),3.3471429347991943
robot,ROBOT,orientation error (degree),2.8610177040100098
robot,ROBOT,orientation error (degree),2.9753246307373047
robot,ROBOT,orientation error (degree),7.713832855224609
robot,ROBOT,orientation error (degree),2.617185115814209
robot,ROBOT,orientation error (degree),4.391863822937012
robot,ROBOT,orientation error (degree),3.5610647201538086
robot,ROBOT,orientation error (degree),3.916966438293457
robot,ROBOT,orientation error (degree),4.165934085845947
robot,ROBOT,orientation error (degree),2.413137435913086
robot,ROBOT,orientation error (degree),4.556382179260254
robot,ROBOT,orientation error (degree),2.8856799602508545
robot,ROBOT,orientation error (degree),6.100336074829102
robot,ROBOT,orientation error (degree),5.103306770324707
robot,ROBOT,orientation error (degree),3.014932632446289
robot,ROBOT,orientation error (degree),5.793796539306641
robot,ROBOT,orientation error (degree),3.670665264129639
robot,ROBOT,orientation error (degree),7.030790328979492
robot,ROBOT,orientation error (degree),2.476543426513672
robot,ROBOT,orientation error (degree),2.803654432296753
robot,ROBOT,orientation error (degree),3.509335517883301
robot,ROBOT,orientation error (degree),3.143608331680298
robot,ROBOT,orientation error (degree),5.946990966796875
robot,ROBOT,orientation error (degree),6.32229471206665
robot,ROBOT,orientation error (degree),2.76810073852539
robot,ROBOT,orientation error (degree),5.26231575012207
robot,ROBOT,orientation error (degree),4.041571140289307
robot,ROBOT,orientation error (degree),6.254575252532959
robot,ROBOT,orientation error (degree),3.734338760375977
robot,ROBOT,orientation error (degree),3.060302495956421
robot,ROBOT,orientation error (degree),3.981527328491211
robot,ROBOT,orientation error (degree),4.843147277832031
robot,ROBOT,orientation error (degree),2.7316548824310303
robot,ROBOT,orientation error (degree),4.310662269592285
robot,ROBOT,orientation error (degree),4.7509355545043945
robot,ROBOT,orientation error (degree),5.647085666656494
robot,ROBOT,orientation error (degree),2.099283695220948
robot,ROBOT,orientation error (degree),4.875158309936523
robot,ROBOT,orientation error (degree),5.119636058807373
robot,ROBOT,orientation error (degree),4.173073768615723
robot,ROBOT,orientation error (degree),3.7719032764434814
robot,ROBOT,orientation error (degree),3.6496946811676025
robot,ROBOT,orientation error (degree),3.0919950008392334
robot,ROBOT,orientation error (degree),4.379895210266113
robot,ROBOT,orientation error (degree),6.767526626586914
robot,ROBOT,orientation error (degree),3.8911850452423096
robot,ROBOT,orientation error (degree),3.3652265071868896
robot,ROBOT,orientation error (degree),5.130187034606934
robot,ROBOT,orientation error (degree),4.315929412841797
robot,ROBOT,orientation error (degree),1.97872793674469
robot,ROBOT,orientation error (degree),4.090984344482422
robot,ROBOT,orientation error (degree),2.729074001312256
robot,ROBOT,orientation error (degree),3.0834991931915283
robot,ROBOT,orientation error (degree),2.586188316345215
robot,ROBOT,orientation error (degree),3.2155239582061768
robot,ROBOT,orientation error (degree),4.728949546813965
robot,ROBOT,orientation error (degree),3.54817533493042
robot,ROBOT,orientation error (degree),4.14916467666626
robot,ROBOT,orientation error (degree),4.746562957763672
robot,ROBOT,orientation error (degree),3.2322843074798584
robot,ROBOT,orientation error (degree),5.201569557189941
robot,ROBOT,orientation error (degree),4.569518566131592
robot,ROBOT,orientation error (degree),3.666715621948242
robot,ROBOT,orientation error (degree),4.911590576171875
robot,ROBOT,orientation error (degree),4.117134094238281
robot,ROBOT,orientation error (degree),4.316655158996582
robot,ROBOT,orientation error (degree),4.819141387939453
robot,ROBOT,orientation error (degree),3.598694324493408
robot,ROBOT,orientation error (degree),4.507021427154541
robot,ROBOT,orientation error (degree),3.0512053966522217
robot,ROBOT,orientation error (degree),5.900332450866699
robot,ROBOT,orientation error (degree),6.048441410064697
robot,ROBOT,orientation error (degree),7.862421989440918
robot,ROBOT,orientation error (degree),3.4644150733947754
robot,ROBOT,orientation error (degree),5.4901933670043945
robot,ROBOT,orientation error (degree),4.2771830558776855
robot,ROBOT,orientation error (degree),3.9518074989318848
robot,ROBOT,orientation error (degree),4.060617923736572
robot,ROBOT,orientation error (degree),7.312656402587891
robot,ROBOT,orientation error (degree),6.14663028717041
robot,ROBOT,orientation error (degree),4.091558933258057
robot,ROBOT,orientation error (degree),5.868420600891113
robot,ROBOT,orientation error (degree),4.029245376586914
robot,ROBOT,orientation error (degree),4.081207275390625
robot,ROBOT,orientation error (degree),2.192495584487915
robot,ROBOT,orientation error (degree),7.477480888366699
robot,ROBOT,orientation error (degree),3.704647541046143
robot,ROBOT,orientation error (degree),18.280502319335938
robot,ROBOT,orientation error (degree),18.66175842285156
robot,ROBOT,orientation error (degree),15.992304801940918
robot,ROBOT,orientation error (degree),18.113710403442383
robot,ROBOT,orientation error (degree),17.50226402282715
robot,ROBOT,orientation error (degree),15.680696487426758
robot,ROBOT,orientation error (degree),16.071447372436523
robot,ROBOT,orientation error (degree),20.28726959228516
robot,ROBOT,orientation error (degree),17.945642471313477
robot,ROBOT,orientation error (degree),15.626980781555176
robot,ROBOT,orientation error (degree),18.61846351623535
robot,ROBOT,orientation error (degree),16.340089797973633
robot,ROBOT,orientation error (degree),15.635601043701172
robot,ROBOT,orientation error (degree),16.12406349182129
robot,ROBOT,orientation error (degree),15.36888313293457
robot,ROBOT,orientation error (degree),18.020132064819336
robot,ROBOT,orientation error (degree),19.08822250366211
robot,ROBOT,orientation error (degree),19.687217712402344
robot,ROBOT,orientation error (degree),18.88118553161621
robot,ROBOT,orientation error (degree),16.362239837646484
robot,ROBOT,orientation error (degree),18.74438095092773
robot,ROBOT,orientation error (degree),18.65776634216309
robot,ROBOT,orientation error (degree),15.91977882385254
robot,ROBOT,orientation error (degree),16.55049705505371
robot,ROBOT,orientation error (degree),14.750544548034668
robot,ROBOT,orientation error (degree),19.08935165405273
robot,ROBOT,orientation error (degree),16.797470092773438
robot,ROBOT,orientation error (degree),18.201555252075195
robot,ROBOT,orientation error (degree),19.872520446777344
robot,ROBOT,orientation error (degree),19.125429153442383
robot,ROBOT,orientation error (degree),19.649513244628903
robot,ROBOT,orientation error (degree),16.44001007080078
robot,ROBOT,orientation error (degree),18.61373519897461
robot,ROBOT,orientation error (degree),20.22613525390625
robot,ROBOT,orientation error (degree),19.47157859802246
robot,ROBOT,orientation error (degree),15.796525955200195
robot,ROBOT,orientation error (degree),16.988893508911133
robot,ROBOT,orientation error (degree),17.129194259643555
robot,ROBOT,orientation error (degree),19.154071807861328
robot,ROBOT,orientation error (degree),19.31694221496582
robot,ROBOT,orientation error (degree),17.221967697143555
robot,ROBOT,orientation error (degree),20.944643020629883
robot,ROBOT,orientation error (degree),15.264758110046388
robot,ROBOT,orientation error (degree),18.37128448486328
robot,ROBOT,orientation error (degree),19.268672943115234
robot,ROBOT,orientation error (degree),17.913694381713867
robot,ROBOT,orientation error (degree),17.878129959106445
robot,ROBOT,orientation error (degree),15.862630844116213
robot,ROBOT,orientation error (degree),17.239791870117188
robot,ROBOT,orientation error (degree),19.479711532592773
robot,ROBOT,orientation error (degree),19.10127258300781
robot,ROBOT,orientation error (degree),20.91950225830078
robot,ROBOT,orientation error (degree),19.57674789428711
robot,ROBOT,orientation error (degree),17.364791870117188
robot,ROBOT,orientation error (degree),18.737154006958008
robot,ROBOT,orientation error (degree),18.16189193725586
robot,ROBOT,orientation error (degree),17.249330520629883
robot,ROBOT,orientation error (degree),17.975767135620117
robot,ROBOT,orientation error (degree),19.913429260253903
robot,ROBOT,orientation error (degree),18.23166275024414
robot,ROBOT,orientation error (degree),16.07139778137207
robot,ROBOT,orientation error (degree),19.03015899658203
robot,ROBOT,orientation error (degree),19.475265502929688
robot,ROBOT,orientation error (degree),18.54591178894043
robot,ROBOT,orientation error (degree),19.58375740051269
robot,ROBOT,orientation error (degree),19.15779685974121
robot,ROBOT,orientation error (degree),14.125551223754885
robot,ROBOT,orientation error (degree),16.629343032836914
robot,ROBOT,orientation error (degree),16.746368408203125
robot,ROBOT,orientation error (degree),20.44171905517578
robot,ROBOT,orientation error (degree),17.026395797729492
robot,ROBOT,orientation error (degree),19.614465713500977
robot,ROBOT,orientation error (degree),17.250574111938477
robot,ROBOT,orientation error (degree),17.805322647094727
robot,ROBOT,orientation error (degree),18.312484741210938
robot,ROBOT,orientation error (degree),18.569839477539062
robot,ROBOT,orientation error (degree),17.573774337768555
robot,ROBOT,orientation error (degree),17.184486389160156
robot,ROBOT,orientation error (degree),19.22696304321289
robot,ROBOT,orientation error (degree),13.804116249084473
robot,ROBOT,orientation error (degree),15.502994537353516
robot,ROBOT,orientation error (degree),16.55596351623535
robot,ROBOT,orientation error (degree),20.53065490722656
robot,ROBOT,orientation error (degree),16.057697296142578
robot,ROBOT,orientation error (degree),19.64274787902832
robot,ROBOT,orientation error (degree),18.33557891845703
robot,ROBOT,orientation error (degree),18.41390609741211
robot,ROBOT,orientation error (degree),18.22017478942871
robot,ROBOT,orientation error (degree),18.05460929870605
robot,ROBOT,orientation error (degree),19.21258544921875
robot,ROBOT,orientation error (degree),16.718278884887695
robot,ROBOT,orientation error (degree),17.280399322509766
robot,ROBOT,orientation error (degree),20.77521514892578
robot,ROBOT,orientation error (degree),18.75689697265625
robot,ROBOT,orientation error (degree),20.54174995422364
robot,ROBOT,orientation error (degree),18.53772735595703
robot,ROBOT,orientation error (degree),14.770623207092283
robot,ROBOT,orientation error (degree),17.439083099365234
robot,ROBOT,orientation error (degree),15.252925872802734
robot,ROBOT,orientation error (degree),19.511045455932617
robot,ROBOT,orientation error (degree),20.0857162475586
robot,ROBOT,orientation error (degree),20.392417907714844
robot,ROBOT,orientation error (degree),18.492816925048828
robot,ROBOT,orientation error (degree),17.563840866088867
robot,ROBOT,orientation error (degree),15.527020454406738
robot,ROBOT,orientation error (degree),11.536230087280272
robot,ROBOT,orientation error (degree),19.8956356048584
robot,ROBOT,orientation error (degree),20.184112548828125
robot,ROBOT,orientation error (degree),17.52895164489746
robot,ROBOT,orientation error (degree),19.592029571533203
robot,ROBOT,orientation error (degree),16.632612228393555
robot,ROBOT,orientation error (degree),17.59527587890625
robot,ROBOT,orientation error (degree),15.046772956848145
robot,ROBOT,orientation error (degree),17.59583854675293
robot,ROBOT,orientation error (degree),15.141982078552246
robot,ROBOT,orientation error (degree),16.608278274536133
robot,ROBOT,orientation error (degree),18.46827507019043
robot,ROBOT,orientation error (degree),20.796924591064453
robot,ROBOT,orientation error (degree),16.824888229370117
robot,ROBOT,orientation error (degree),19.067703247070312
robot,ROBOT,orientation error (degree),14.801026344299316
robot,ROBOT,orientation error (degree),17.43707847595215
robot,ROBOT,orientation error (degree),17.476558685302734
robot,ROBOT,orientation error (degree),20.007247924804688
robot,ROBOT,orientation error (degree),21.74139404296875
robot,ROBOT,orientation error (degree),16.967723846435547
robot,ROBOT,orientation error (degree),19.39959144592285
robot,ROBOT,orientation error (degree),16.262588500976562
robot,ROBOT,orientation error (degree),15.477035522460938
robot,ROBOT,orientation error (degree),18.706043243408203
robot,ROBOT,orientation error (degree),20.25765991210937
robot,ROBOT,orientation error (degree),18.458051681518555
robot,ROBOT,orientation error (degree),16.719322204589844
robot,ROBOT,orientation error (degree),18.82345962524414
robot,ROBOT,orientation error (degree),16.234760284423828
robot,ROBOT,orientation error (degree),18.77046585083008
robot,ROBOT,orientation error (degree),19.79731750488281
robot,ROBOT,orientation error (degree),18.115753173828125
robot,ROBOT,orientation error (degree),15.27922821044922
robot,ROBOT,orientation error (degree),16.153329849243164
robot,ROBOT,orientation error (degree),20.06141662597656
robot,ROBOT,orientation error (degree),17.377304077148438
robot,ROBOT,orientation error (degree),17.641399383544922
robot,ROBOT,orientation error (degree),19.41362953186035
robot,ROBOT,orientation error (degree),17.98930549621582
robot,ROBOT,orientation error (degree),14.029852867126465
robot,ROBOT,orientation error (degree),19.65729141235352
robot,ROBOT,orientation error (degree),15.077315330505373
robot,ROBOT,orientation error (degree),18.6271915435791
robot,ROBOT,orientation error (degree),14.993721961975098
robot,ROBOT,orientation error (degree),17.22102165222168
robot,ROBOT,orientation error (degree),19.120153427124023
robot,ROBOT,orientation error (degree),18.79201889038086
robot,ROBOT,orientation error (degree),17.58076286315918
robot,ROBOT,orientation error (degree),16.188472747802734
robot,ROBOT,orientation error (degree),16.227575302124023
robot,ROBOT,orientation error (degree),18.93183898925781
robot,ROBOT,orientation error (degree),16.039588928222656
robot,ROBOT,orientation error (degree),18.66370010375977
robot,ROBOT,orientation error (degree),18.654541015625
robot,ROBOT,orientation error (degree),19.276268005371094
robot,ROBOT,orientation error (degree),19.27841758728028
robot,ROBOT,orientation error (degree),20.15875816345215
robot,ROBOT,orientation error (degree),17.559246063232422
robot,ROBOT,orientation error (degree),17.464250564575195
robot,ROBOT,orientation error (degree),17.411964416503906
robot,ROBOT,orientation error (degree),21.179588317871094
robot,ROBOT,orientation error (degree),16.94566535949707
robot,ROBOT,orientation error (degree),18.052934646606445
robot,ROBOT,orientation error (degree),17.00756072998047
robot,ROBOT,orientation error (degree),18.95502471923828
robot,ROBOT,orientation error (degree),13.351150512695312
robot,ROBOT,orientation error (degree),16.4514217376709
robot,ROBOT,orientation error (degree),19.681114196777344
robot,ROBOT,orientation error (degree),20.74455451965332
robot,ROBOT,orientation error (degree),18.36009788513184
robot,ROBOT,orientation error (degree),17.208444595336914
robot,ROBOT,orientation error (degree),18.084226608276367
robot,ROBOT,orientation error (degree),19.06280899047852
robot,ROBOT,orientation error (degree),15.0484037399292
robot,ROBOT,orientation error (degree),19.781883239746094
robot,ROBOT,orientation error (degree),19.932891845703125
robot,ROBOT,orientation error (degree),18.20197105407715
robot,ROBOT,orientation error (degree),16.746747970581055
robot,ROBOT,orientation error (degree),17.13274383544922
robot,ROBOT,orientation error (degree),16.689382553100586
robot,ROBOT,orientation error (degree),16.28749656677246
robot,ROBOT,orientation error (degree),19.832517623901367
robot,ROBOT,orientation error (degree),17.74632453918457
robot,ROBOT,orientation error (degree),20.850605010986328
robot,ROBOT,orientation error (degree),19.04954719543457
robot,ROBOT,orientation error (degree),18.733198165893555
robot,ROBOT,orientation error (degree),16.145544052124023
robot,ROBOT,orientation error (degree),15.170668601989746
robot,ROBOT,orientation error (degree),16.998498916625977
robot,ROBOT,orientation error (degree),18.047313690185547
robot,ROBOT,orientation error (degree),18.77273750305176
robot,ROBOT,orientation error (degree),17.829206466674805
robot,ROBOT,orientation error (degree),20.1186637878418
robot,ROBOT,orientation error (degree),20.385498046875
robot,ROBOT,orientation error (degree),15.706551551818848
robot,ROBOT,orientation error (degree),19.11587905883789
robot,ROBOT,orientation error (degree),17.73617172241211
robot,ROBOT,orientation error (degree),18.933502197265625
robot,ROBOT,orientation error (degree),18.898380279541016
robot,ROBOT,orientation error (degree),19.158485412597656
robot,ROBOT,orientation error (degree),16.5716552734375
robot,ROBOT,orientation error (degree),14.402539253234863
robot,ROBOT,orientation error (degree),18.724838256835938
robot,ROBOT,orientation error (degree),17.591838836669922
robot,ROBOT,orientation error (degree),15.466742515563965
robot,ROBOT,orientation error (degree),18.449613571166992
robot,ROBOT,orientation error (degree),15.968985557556152
robot,ROBOT,orientation error (degree),18.280414581298828
robot,ROBOT,orientation error (degree),16.49723243713379
robot,ROBOT,orientation error (degree),16.0635986328125
robot,ROBOT,orientation error (degree),15.154948234558104
robot,ROBOT,orientation error (degree),14.01485538482666
robot,ROBOT,orientation error (degree),17.94659423828125
robot,ROBOT,orientation error (degree),17.13225746154785
robot,ROBOT,orientation error (degree),15.85963249206543
robot,ROBOT,orientation error (degree),21.120906829833984
robot,ROBOT,orientation error (degree),15.885653495788574
robot,ROBOT,orientation error (degree),16.645517349243164
robot,ROBOT,orientation error (degree),17.809967041015625
robot,ROBOT,orientation error (degree),18.89500617980957
robot,ROBOT,orientation error (degree),21.623523712158203
robot,ROBOT,orientation error (degree),18.03875541687012
robot,ROBOT,orientation error (degree),19.660964965820312
robot,ROBOT,orientation error (degree),22.180747985839844
robot,ROBOT,orientation error (degree),18.775367736816406
robot,ROBOT,orientation error (degree),20.785245895385746
robot,ROBOT,orientation error (degree),14.108917236328123
robot,ROBOT,orientation error (degree),16.3142147064209
robot,ROBOT,orientation error (degree),17.974658966064453
robot,ROBOT,orientation error (degree),17.69783592224121
robot,ROBOT,orientation error (degree),18.9299430847168
robot,ROBOT,orientation error (degree),17.08477783203125
robot,ROBOT,orientation error (degree),17.353391647338867
robot,ROBOT,orientation error (degree),16.931127548217773
robot,ROBOT,orientation error (degree),17.650367736816406
robot,ROBOT,orientation error (degree),16.39871597290039
robot,ROBOT,orientation error (degree),19.338239669799805
robot,ROBOT,orientation error (degree),18.080860137939453
robot,ROBOT,orientation error (degree),19.38134384155273
robot,ROBOT,orientation error (degree),17.341846466064453
robot,ROBOT,orientation error (degree),17.660186767578125
robot,ROBOT,orientation error (degree),17.35297966003418
robot,ROBOT,orientation error (degree),15.683677673339844
robot,ROBOT,orientation error (degree),18.181013107299805
robot,ROBOT,orientation error (degree),15.170796394348145
robot,ROBOT,orientation error (degree),15.906052589416504
robot,ROBOT,orientation error (degree),18.682580947875977
robot,ROBOT,orientation error (degree),20.670692443847656
robot,ROBOT,orientation error (degree),19.19310569763184
robot,ROBOT,orientation error (degree),18.86697578430176
robot,ROBOT,orientation error (degree),16.12615203857422
robot,ROBOT,orientation error (degree),19.21258544921875
robot,ROBOT,orientation error (degree),17.7849178314209
robot,ROBOT,orientation error (degree),16.523212432861328
robot,ROBOT,orientation error (degree),18.317201614379883
robot,ROBOT,orientation error (degree),16.764278411865234
robot,ROBOT,orientation error (degree),16.718847274780273
robot,ROBOT,orientation error (degree),17.888248443603516
robot,ROBOT,orientation error (degree),18.02269172668457
robot,ROBOT,orientation error (degree),17.960533142089844
robot,ROBOT,orientation error (degree),14.51003646850586
robot,ROBOT,orientation error (degree),20.5976619720459
robot,ROBOT,orientation error (degree),17.788740158081055
robot,ROBOT,orientation error (degree),17.091354370117188
robot,ROBOT,orientation error (degree),17.919553756713867
robot,ROBOT,orientation error (degree),18.784788131713867
robot,ROBOT,orientation error (degree),19.033048629760746
robot,ROBOT,orientation error (degree),18.202865600585938
robot,ROBOT,orientation error (degree),16.416221618652344
robot,ROBOT,orientation error (degree),18.509971618652344
robot,ROBOT,orientation error (degree),18.123594284057617
robot,ROBOT,orientation error (degree),19.24984741210937
robot,ROBOT,orientation error (degree),19.681640625
robot,ROBOT,orientation error (degree),19.072509765625
robot,ROBOT,orientation error (degree),18.83715057373047
robot,ROBOT,orientation error (degree),18.616559982299805
robot,ROBOT,orientation error (degree),18.775707244873047
robot,ROBOT,orientation error (degree),17.7333927154541
robot,ROBOT,orientation error (degree),17.644916534423828
robot,ROBOT,orientation error (degree),20.66331672668457
robot,ROBOT,orientation error (degree),17.41335678100586
robot,ROBOT,orientation error (degree),14.92354679107666
robot,ROBOT,orientation error (degree),20.4970703125
robot,ROBOT,orientation error (degree),19.03271484375
robot,ROBOT,orientation error (degree),18.827014923095703
robot,ROBOT,orientation error (degree),18.70902442932129
robot,ROBOT,orientation error (degree),18.384260177612305
robot,ROBOT,orientation error (degree),16.149473190307617
robot,ROBOT,orientation error (degree),19.302690505981445
robot,ROBOT,orientation error (degree),0.9883375763893129
robot,ROBOT,orientation error (degree),1.4909534454345703
robot,ROBOT,orientation error (degree),1.194521188735962
robot,ROBOT,orientation error (degree),0.9151434302330016
robot,ROBOT,orientation error (degree),1.3924075365066528
robot,ROBOT,orientation error (degree),0.8508784770965576
robot,ROBOT,orientation error (degree),2.2173495292663574
robot,ROBOT,orientation error (degree),2.445526123046875
robot,ROBOT,orientation error (degree),3.651625871658325
robot,ROBOT,orientation error (degree),2.198735475540161
robot,ROBOT,orientation error (degree),1.5400224924087524
robot,ROBOT,orientation error (degree),1.4058345556259155
robot,ROBOT,orientation error (degree),2.8626596927642822
robot,ROBOT,orientation error (degree),0.8550078868865967
robot,ROBOT,orientation error (degree),1.190583109855652
robot,ROBOT,orientation error (degree),1.8380274772644043
robot,ROBOT,orientation error (degree),1.4450973272323608
robot,ROBOT,orientation error (degree),0.7967215776443481
robot,ROBOT,orientation error (degree),2.270382165908813
robot,ROBOT,orientation error (degree),1.981890559196472
robot,ROBOT,orientation error (degree),0.961034059524536
robot,ROBOT,orientation error (degree),0.8677294254302979
robot,ROBOT,orientation error (degree),1.0036619901657104
robot,ROBOT,orientation error (degree),1.898779273033142
robot,ROBOT,orientation error (degree),1.2552298307418823
robot,ROBOT,orientation error (degree),2.1761882305145264
robot,ROBOT,orientation error (degree),2.289269208908081
robot,ROBOT,orientation error (degree),0.4579954743385315
robot,ROBOT,orientation error (degree),1.209822177886963
robot,ROBOT,orientation error (degree),1.6603611707687378
robot,ROBOT,orientation error (degree),1.9866247177124023
robot,ROBOT,orientation error (degree),0.854092001914978
robot,ROBOT,orientation error (degree),1.7080023288726809
robot,ROBOT,orientation error (degree),3.0320255756378174
robot,ROBOT,orientation error (degree),1.3214541673660278
robot,ROBOT,orientation error (degree),1.6879479885101318
robot,ROBOT,orientation error (degree),0.7475579380989075
robot,ROBOT,orientation error (degree),0.911715805530548
robot,ROBOT,orientation error (degree),1.103935480117798
robot,ROBOT,orientation error (degree),2.1779863834381104
robot,ROBOT,orientation error (degree),1.7585843801498413
robot,ROBOT,orientation error (degree),0.8974387049674988
robot,ROBOT,orientation error (degree),1.708689570426941
robot,ROBOT,orientation error (degree),3.023620843887329
robot,ROBOT,orientation error (degree),1.6830716133117676
robot,ROBOT,orientation error (degree),0.9683364033699036
robot,ROBOT,orientation error (degree),2.556194305419922
robot,ROBOT,orientation error (degree),2.099656820297241
robot,ROBOT,orientation error (degree),1.178025484085083
robot,ROBOT,orientation error (degree),3.563483238220215
robot,ROBOT,orientation error (degree),4.38597297668457
robot,ROBOT,orientation error (degree),2.507333755493164
robot,ROBOT,orientation error (degree),2.561549186706543
robot,ROBOT,orientation error (degree),0.986752450466156
robot,ROBOT,orientation error (degree),2.238083600997925
robot,ROBOT,orientation error (degree),1.1756975650787354
robot,ROBOT,orientation error (degree),2.0620346069335938
robot,ROBOT,orientation error (degree),1.4033268690109253
robot,ROBOT,orientation error (degree),1.903308987617493
robot,ROBOT,orientation error (degree),1.6721060276031494
robot,ROBOT,orientation error (degree),1.3455209732055664
robot,ROBOT,orientation error (degree),2.823274612426758
robot,ROBOT,orientation error (degree),2.8667593002319336
robot,ROBOT,orientation error (degree),0.6679324507713318
robot,ROBOT,orientation error (degree),1.7760801315307615
robot,ROBOT,orientation error (degree),2.154677152633667
robot,ROBOT,orientation error (degree),0.9189842343330384
robot,ROBOT,orientation error (degree),1.4814732074737549
