source_type,participant,measure,error
human,PT_05,distance error (cm),0.7198233425882308
human,PT_05,distance error (cm),0.7617211443743902
human,PT_05,distance error (cm),0.9955658003485548
human,PT_05,distance error (cm),0.5112236542197167
human,PT_05,distance error (cm),0.5607460515072592
human,PT_05,distance error (cm),0.7171285151289976
human,PT_05,distance error (cm),0.7976832801194057
human,PT_05,distance error (cm),0.8134423865725614
human,PT_06,distance error (cm),0.4921898484132778
human,PT_06,distance error (cm),0.212745761466879
human,PT_06,distance error (cm),0.4150835794988394
human,PT_06,distance error (cm),0.154458659429981
human,PT_06,distance error (cm),0.2177218654325846
human,PT_06,distance error (cm),0.4206949974846796
human,PT_06,distance error (cm),0.3203304032375321
human,PT_06,distance error (cm),0.2124687900629933
human,PT_06,distance error (cm),0.1561029565118145
human,PT_06,distance error (cm),0.1716683439202237
human,PT_06,distance error (cm),0.2918578399340394
human,PT_06,distance error (cm),0.5202233980552375
human,PT_06,distance error (cm),0.1435711639659211
human,PT_06,distance error (cm),0.5693865296774623
human,PT_06,distance error (cm),0.2002237095850034
human,PT_06,distance error (cm),0.3303632203460472
human,PT_06,distance error (cm),0.3169503713779691
human,PT_06,distance error (cm),0.3100236144839152
human,PT_06,distance error (cm),0.3459774551845659
human,PT_06,distance error (cm),0.4137211306794685
human,PT_06,distance error (cm),0.3249073173658998
human,PT_06,distance error (cm),0.3061967320538719
human,PT_06,distance error (cm),0.3400612522100107
human,PT_06,distance error (cm),0.409600928728846
human,PT_06,distance error (cm),0.3915988952339012
human,PT_06,distance error (cm),0.4067223847901208
human,PT_06,distance error (cm),0.3783715825561075
human,PT_06,distance error (cm),0.3250275748822862
human,PT_06,distance error (cm),0.3413734533323506
human,PT_06,distance error (cm),0.4749513329088088
human,PT_06,distance error (cm),0.5308723353790006
human,PT_06,distance error (cm),0.5509690321960005
human,PT_06,distance error (cm),0.7236775625431642
human,PT_06,distance error (cm),0.690433069737315
human,PT_06,distance error (cm),0.5524278531256068
human,PT_06,distance error (cm),0.4275219983085613
human,PT_06,distance error (cm),0.5153944757024485
human,PT_06,distance error (cm),0.6957464310307404
human,PT_06,distance error (cm),0.6409959473382139
human,PT_06,distance error (cm),0.4404252515251962
human,PT_06,distance error (cm),0.5893574992524145
human,PT_06,distance error (cm),0.7505502111156159
human,PT_06,distance error (cm),0.5400195860370907
human,PT_06,distance error (cm),0.6052049622832423
human,PT_06,distance error (cm),0.2363820884921373
human,PT_06,distance error (cm),0.3650935839092157
human,PT_06,distance error (cm),0.3292102813771143
human,PT_06,distance error (cm),0.2249350955313104
human,PT_06,distance error (cm),0.2498187392564749
human,PT_06,distance error (cm),0.3110780029204912
human,PT_06,distance error (cm),0.6647416262546522
human,PT_06,distance error (cm),0.2571602871705544
human,PT_06,distance error (cm),0.5628183783380629
human,PT_06,distance error (cm),0.5628729325632787
human,PT_06,distance error (cm),0.6354984207033383
human,PT_06,distance error (cm),0.5743226234181
human,PT_06,distance error (cm),0.1987383683416495
human,PT_06,distance error (cm),0.2262228802147358
human,PT_06,distance error (cm),0.3129222768434787
human,PT_06,distance error (cm),0.5065000900156099
human,PT_06,distance error (cm),0.6128406064462206
human,PT_06,distance error (cm),0.2719235766517492
human,PT_06,distance error (cm),0.1992089126411916
human,PT_06,distance error (cm),0.2329792598678631
human,PT_06,distance error (cm),0.8497377997372325
human,PT_06,distance error (cm),0.8812129557772487
human,PT_06,distance error (cm),1.111376629415998
human,PT_06,distance error (cm),0.6356562232852172
human,PT_06,distance error (cm),0.5932990960385578
human,PT_06,distance error (cm),0.5582264346350085
human,PT_06,distance error (cm),0.4847989987461948
human,PT_06,distance error (cm),0.4219282789604419
human,PT_06,distance error (cm),0.5709348074071933
human,PT_06,distance error (cm),0.7624600526144196
human,PT_06,distance error (cm),0.5579537561172284
human,PT_06,distance error (cm),0.5248917765105433
human,PT_06,distance error (cm),0.4979151329805633
human,PT_06,distance error (cm),0.4741564093142086
human,PT_06,distance error (cm),0.5859465062531626
human,PT_06,distance error (cm),0.5915176344500255
human,PT_06,distance error (cm),1.718462984841161
human,PT_06,distance error (cm),1.6720886754813065
human,PT_06,distance error (cm),1.667540458692591
human,PT_06,distance error (cm),1.6664927039330286
human,PT_06,distance error (cm),1.6339281017929814
human,PT_06,distance error (cm),1.6902329390796147
human,PT_06,distance error (cm),1.5861925125489542
human,PT_06,distance error (cm),1.52982310015316
human,PT_06,distance error (cm),1.8889755109827304
human,PT_06,distance error (cm),2.0284369199290664
human,PT_06,distance error (cm),2.155603777651876
human,PT_06,distance error (cm),2.0751300903060867
human,PT_06,distance error (cm),1.818503771529673
human,PT_06,distance error (cm),1.874178916916766
human,PT_06,distance error (cm),1.830292622799512
human,PT_06,distance error (cm),1.7540833381650944
human,PT_06,distance error (cm),3.177795210597449
human,PT_06,distance error (cm),3.429765789046072
human,PT_06,distance error (cm),2.75635841126953
human,PT_06,distance error (cm),3.21624007074823
human,PT_06,distance error (cm),3.141323556765504
human,PT_06,distance error (cm),2.894954236165769
human,PT_06,distance error (cm),3.103055293633433
human,PT_06,distance error (cm),2.793149783596673
human,PT_06,distance error (cm),3.03529807142859
human,PT_06,distance error (cm),3.157198307389714
human,PT_06,distance error (cm),3.072527211299369
human,PT_06,distance error (cm),3.0281825599219623
human,PT_06,distance error (cm),3.120518351034264
human,PT_06,distance error (cm),2.7808613926131467
human,PT_06,distance error (cm),3.071929626415129
human,PT_06,distance error (cm),2.903571351794663
human,PT_06,distance error (cm),1.2242730611340376
human,PT_06,distance error (cm),0.2972436562374773
human,PT_06,distance error (cm),0.7909759750403565
human,PT_06,distance error (cm),4.2542781985088745
human,PT_06,distance error (cm),14.462374387701876
human,PT_06,distance error (cm),6.6528433653458565
human,PT_06,distance error (cm),2.665172166186843
human,PT_06,distance error (cm),2.3442375422099166
human,PT_06,distance error (cm),2.240847104334865
human,PT_06,distance error (cm),1.3829131658391067
human,PT_06,distance error (cm),2.1260286324089224
human,PT_06,distance error (cm),2.139713979251701
human,PT_06,distance error (cm),2.0803333549384986
human,PT_06,distance error (cm),1.788432462280665
human,PT_06,distance error (cm),1.5259376775923283
human,PT_06,distance error (cm),1.7257421955577736
human,PT_06,distance error (cm),1.1313444050020176
human,PT_06,distance error (cm),1.2922003437891258
human,PT_06,distance error (cm),1.1171066104407936
human,PT_06,distance error (cm),0.7082127702311518
human,PT_06,distance error (cm),0.9775952860254128
human,PT_06,distance error (cm),0.5991011205417319
human,PT_06,distance error (cm),0.8321109480566922
human,PT_06,distance error (cm),1.133981586643058
human,PT_06,distance error (cm),1.1504813064519737
human,PT_06,distance error (cm),0.9047986066973364
human,PT_06,distance error (cm),1.6419962080102517
human,PT_06,distance error (cm),1.38567515975561
human,PT_06,distance error (cm),1.2047962295971804
human,PT_06,distance error (cm),1.3169780729481475
human,PT_06,distance error (cm),1.0961198212686536
human,PT_06,distance error (cm),1.2861568897561415
human,PT_06,distance error (cm),0.51795042126413
human,PT_06,distance error (cm),0.3951880363956521
human,PT_06,distance error (cm),0.4045657943662457
human,PT_06,distance error (cm),0.5957828377090391
human,PT_06,distance error (cm),0.431679141415768
human,PT_06,distance error (cm),0.1329556391840911
human,PT_06,distance error (cm),0.443606075719203
human,PT_06,distance error (cm),0.4802954536429202
human,PT_06,distance error (cm),0.2574841083841114
human,PT_06,distance error (cm),0.5975226949892348
human,PT_06,distance error (cm),0.4415262352323943
human,PT_06,distance error (cm),0.4352040997729353
human,PT_06,distance error (cm),0.5362957667905484
human,PT_06,distance error (cm),0.5609262518813466
human,PT_06,distance error (cm),0.6131084927380605
human,PT_06,distance error (cm),0.416009204527784
human,PT_06,distance error (cm),0.8059453716792249
human,PT_06,distance error (cm),0.9861616365929804
human,PT_06,distance error (cm),1.6671043963513152
human,PT_06,distance error (cm),0.9499669510401044
human,PT_06,distance error (cm),0.8371724953669858
human,PT_06,distance error (cm),0.8753643453557187
human,PT_06,distance error (cm),1.3000324134117265
human,PT_06,distance error (cm),1.47757544190075
human,PT_06,distance error (cm),1.4591527253088838
human,PT_06,distance error (cm),1.6018611045829831
human,PT_06,distance error (cm),1.450898672772137
human,PT_06,distance error (cm),1.4900089915141226
human,PT_06,distance error (cm),1.6379611120547832
human,PT_06,distance error (cm),1.7643363715514369
human,PT_06,distance error (cm),1.7096830559916991
human,PT_06,distance error (cm),1.7058286412290382
human,PT_06,distance error (cm),2.345117908289124
human,PT_06,distance error (cm),2.5607515461257973
human,PT_06,distance error (cm),2.557862968223946
human,PT_06,distance error (cm),2.324994371164535
human,PT_06,distance error (cm),2.5274842173241177
human,PT_06,distance error (cm),2.7747419834835982
human,PT_06,distance error (cm),2.97701899223736
human,PT_06,distance error (cm),2.7729792118017462
human,PT_06,distance error (cm),2.825646445527678
human,PT_06,distance error (cm),2.494436240974653
human,PT_06,distance error (cm),2.5672840758274726
human,PT_06,distance error (cm),2.886818233953468
human,PT_06,distance error (cm),2.796195030862597
human,PT_06,distance error (cm),2.722601374512963
human,PT_06,distance error (cm),1.9684706200640056
human,PT_06,distance error (cm),1.919719024619152
human,PT_06,distance error (cm),0.8214014418541984
human,PT_06,distance error (cm),0.8567511603129077
human,PT_06,distance error (cm),0.90213482252463
human,PT_06,distance error (cm),0.936715869848662
human,PT_06,distance error (cm),0.9394290865079498
human,PT_06,distance error (cm),0.8309424656271567
human,PT_06,distance error (cm),0.8412723335236747
human,PT_06,distance error (cm),0.980693078491234
human,PT_06,distance error (cm),1.145478260682767
human,PT_06,distance error (cm),0.8376903181858092
human,PT_06,distance error (cm),0.9739408637612136
human,PT_06,distance error (cm),1.3105063410095688
human,PT_06,distance error (cm),1.043015978446363
human,PT_06,distance error (cm),0.6540897128019649
human,PT_06,distance error (cm),1.0125146512587164
human,PT_06,distance error (cm),1.109723043421244
human,PT_06,distance error (cm),7.980639105006349
human,PT_06,distance error (cm),7.981764487126201
human,PT_06,distance error (cm),7.914113110747029
human,PT_06,distance error (cm),8.009501795927523
human,PT_06,distance error (cm),8.092655727535703
human,PT_06,distance error (cm),8.152550205501162
human,PT_06,distance error (cm),8.174825285835775
human,PT_06,distance error (cm),8.009443735315832
human,PT_06,distance error (cm),7.897814557224679
human,PT_06,distance error (cm),7.636911230450795
human,PT_06,distance error (cm),7.651196736797854
human,PT_06,distance error (cm),7.683555958307496
human,PT_06,distance error (cm),7.839359884315455
human,PT_06,distance error (cm),7.660581719705462
human,PT_06,distance error (cm),7.470918481876315
human,PT_06,distance error (cm),7.390126690174822
human,PT_06,distance error (cm),7.613081594699571
human,PT_06,distance error (cm),7.552261711261069
human,PT_06,distance error (cm),7.673994731385368
human,PT_06,distance error (cm),7.518245961111502
human,PT_06,distance error (cm),7.638372821217992
human,PT_06,distance error (cm),7.483087746337469
human,PT_06,distance error (cm),7.695795457835047
human,PT_06,distance error (cm),7.635025494281416
human,PT_06,distance error (cm),7.646959256589204
human,PT_06,distance error (cm),7.629675583295639
human,PT_06,distance error (cm),7.645470597217445
human,PT_06,distance error (cm),7.633881297544617
human,PT_06,distance error (cm),7.616716700817806
human,PT_06,distance error (cm),7.585543144543148
human,PT_06,distance error (cm),7.560440018406453
human,PT_06,distance error (cm),7.544852628980846
human,PT_06,distance error (cm),7.510410066000749
human,PT_06,distance error (cm),7.565763736534383
human,PT_06,distance error (cm),7.616846263893062
human,PT_06,distance error (cm),7.577090682174093
human,PT_06,distance error (cm),7.699253338814583
human,PT_06,distance error (cm),8.182928101946683
human,PT_06,distance error (cm),7.836658750043105
human,PT_06,distance error (cm),7.8611667297577075
human,PT_06,distance error (cm),8.082829189438545
human,PT_06,distance error (cm),7.973959682850247
human,PT_06,distance error (cm),7.91791368858256
human,PT_06,distance error (cm),8.014854479890593
human,PT_06,distance error (cm),8.073650937152065
human,PT_06,distance error (cm),8.075037368299412
human,PT_06,distance error (cm),7.953787687925259
human,PT_06,distance error (cm),8.357176399093616
human,PT_06,distance error (cm),0.3585946122181235
human,PT_06,distance error (cm),1.0803088003572463
human,PT_06,distance error (cm),1.2865547909917334
human,PT_06,distance error (cm),1.347143714199423
human,PT_06,distance error (cm),0.9956940024702832
human,PT_06,distance error (cm),1.0372297195151463
human,PT_06,distance error (cm),1.6276854785466734
human,PT_06,distance error (cm),1.6208011095313384
human,PT_06,distance error (cm),1.5415496477866149
human,PT_06,distance error (cm),1.6025988329512628
human,PT_06,distance error (cm),1.6815387458773363
human,PT_06,distance error (cm),0.5513776831994377
human,PT_06,distance error (cm),1.0716830815903884
human,PT_06,distance error (cm),1.7504527140940804
human,PT_06,distance error (cm),1.7959076224179504
human,PT_06,distance error (cm),3.1622909373670582
human,PT_06,distance error (cm),1.0399120100335044
human,PT_06,distance error (cm),0.824567474116065
human,PT_06,distance error (cm),0.8679902854875017
human,PT_06,distance error (cm),0.8845525508259013
human,PT_06,distance error (cm),1.2234203371528358
human,PT_06,distance error (cm),0.9880626105068966
human,PT_06,distance error (cm),1.1121445320413823
human,PT_06,distance error (cm),1.257188197717547
human,PT_06,distance error (cm),1.0018253250068327
human,PT_06,distance error (cm),1.222817430498493
human,PT_06,distance error (cm),1.172917501851883
human,PT_06,distance error (cm),1.2736326320943343
human,PT_06,distance error (cm),1.025414085449441
human,PT_06,distance error (cm),1.0442238267969144
human,PT_06,distance error (cm),0.9710778344855956
human,PT_06,distance error (cm),1.136342563138237
human,PT_06,distance error (cm),0.8476309038613458
human,PT_06,distance error (cm),1.3526944737141742
human,PT_06,distance error (cm),1.540123911424252
human,PT_06,distance error (cm),1.1461116076330908
human,PT_06,distance error (cm),0.9634337525763728
human,PT_06,distance error (cm),1.1042513435122916
human,PT_06,distance error (cm),1.4859331030719083
human,PT_06,distance error (cm),1.26893998906468
human,PT_06,distance error (cm),0.942740665800643
human,PT_06,distance error (cm),1.179587015548908
human,PT_06,distance error (cm),1.0153457968344886
human,PT_06,distance error (cm),1.4523341867325987
human,PT_06,distance error (cm),1.4832351615792698
human,PT_06,distance error (cm),1.213604048837987
human,PT_06,distance error (cm),1.7449177680199406
human,PT_06,distance error (cm),1.1242139310923354
human,PT_06,distance error (cm),3.398225488235095
human,PT_06,distance error (cm),3.333105452989038
human,PT_06,distance error (cm),3.1245710009574768
human,PT_06,distance error (cm),3.182823752213308
human,PT_06,distance error (cm),3.187313093508129
human,PT_06,distance error (cm),3.2723994607761413
human,PT_06,distance error (cm),3.3246328169417003
human,PT_06,distance error (cm),3.222730740684858
human,PT_06,distance error (cm),3.147928251032758
human,PT_06,distance error (cm),3.146988139422593
human,PT_06,distance error (cm),3.316930710905303
human,PT_06,distance error (cm),3.2430062461501463
human,PT_06,distance error (cm),3.388042534100091
human,PT_06,distance error (cm),3.279866879786714
human,PT_06,distance error (cm),3.222790336495735
human,PT_06,distance error (cm),3.322787633120522
human,PT_06,distance error (cm),4.565488757681118
human,PT_06,distance error (cm),4.725418685927017
human,PT_06,distance error (cm),4.823166953990352
human,PT_06,distance error (cm),4.761590026499831
human,PT_06,distance error (cm),4.7810497088664174
human,PT_06,distance error (cm),4.720788741359923
human,PT_06,distance error (cm),4.7197759172317655
human,PT_06,distance error (cm),4.503314763749649
human,PT_06,distance error (cm),4.51749632502966
human,PT_06,distance error (cm),4.590500544893349
human,PT_06,distance error (cm),4.781143414117622
human,PT_06,distance error (cm),4.5168888438063295
human,PT_06,distance error (cm),4.429751389810527
human,PT_06,distance error (cm),4.190966660267419
human,PT_06,distance error (cm),4.266014114770008
human,PT_06,distance error (cm),4.59620431772138
human,PT_06,distance error (cm),3.7775546919365617
human,PT_06,distance error (cm),3.8073530743563824
human,PT_06,distance error (cm),3.7822234100869503
human,PT_06,distance error (cm),3.8495248502188586
human,PT_06,distance error (cm),3.7721761218246166
human,PT_06,distance error (cm),3.795867999632822
human,PT_06,distance error (cm),3.816452838355441
human,PT_06,distance error (cm),3.825882391107165
human,PT_06,distance error (cm),3.830750169640029
human,PT_06,distance error (cm),3.891877672368591
human,PT_06,distance error (cm),3.995964948084027
human,PT_06,distance error (cm),3.8360366683580662
human,PT_06,distance error (cm),3.808589596101152
human,PT_06,distance error (cm),3.881930913566957
human,PT_06,distance error (cm),3.924683580096908
human,PT_06,distance error (cm),3.9506270412054527
human,PT_06,distance error (cm),3.73422047341637
human,PT_06,distance error (cm),3.664162409329701
human,PT_06,distance error (cm),3.6213794391565393
human,PT_06,distance error (cm),3.6501808727802767
human,PT_06,distance error (cm),3.7372815559556094
human,PT_06,distance error (cm),3.714340073472688
human,PT_06,distance error (cm),3.7537671833501767
human,PT_06,distance error (cm),3.681760041364423
human,PT_06,distance error (cm),3.737046318284129
human,PT_06,distance error (cm),3.7395747713772174
human,PT_06,distance error (cm),3.743190165876777
human,PT_06,distance error (cm),3.751192075368131
human,PT_06,distance error (cm),3.718813839325798
human,PT_06,distance error (cm),3.726805636035306
human,PT_06,distance error (cm),3.72730274324367
human,PT_06,distance error (cm),3.7070430173198448
human,PT_06,distance error (cm),4.681947944358691
human,PT_06,distance error (cm),4.917544522311883
human,PT_06,distance error (cm),5.178155115498029
human,PT_06,distance error (cm),4.771078172869228
human,PT_06,distance error (cm),4.946345970208717
human,PT_06,distance error (cm),4.857439398668857
human,PT_06,distance error (cm),4.713777955998538
human,PT_06,distance error (cm),4.492599477678278
human,PT_06,distance error (cm),4.468988178063559
human,PT_06,distance error (cm),4.469217961815872
human,PT_06,distance error (cm),4.559051850485679
human,PT_06,distance error (cm),4.5398203359809255
human,PT_06,distance error (cm),4.576547149599317
human,PT_06,distance error (cm),4.441615403836957
human,PT_06,distance error (cm),4.493222967195029
human,PT_06,distance error (cm),4.634433428167599
human,PT_06,distance error (cm),2.400782304895431
human,PT_06,distance error (cm),2.297111610256045
human,PT_06,distance error (cm),2.492465054956993
human,PT_06,distance error (cm),2.298857059180661
human,PT_06,distance error (cm),2.182976191308432
human,PT_06,distance error (cm),2.27714412349754
human,PT_06,distance error (cm),2.31396006258034
human,PT_06,distance error (cm),2.362461205808839
human,PT_06,distance error (cm),2.0984177869291663
human,PT_06,distance error (cm),1.8305052765127288
human,PT_06,distance error (cm),1.927307648192291
human,PT_06,distance error (cm),2.237042883867047
human,PT_06,distance error (cm),2.082566779517249
human,PT_06,distance error (cm),1.9269943417110564
human,PT_06,distance error (cm),2.149012739870969
human,PT_06,distance error (cm),1.9487822296389488
human,PT_06,distance error (cm),1.2959060612637576
human,PT_06,distance error (cm),1.0692543857953851
human,PT_06,distance error (cm),1.4828434346645771
human,PT_06,distance error (cm),0.691621639154927
human,PT_06,distance error (cm),1.4821833671942994
human,PT_06,distance error (cm),1.358245107011328
human,PT_06,distance error (cm),1.280359202402077
human,PT_06,distance error (cm),0.9763415688073216
human,PT_06,distance error (cm),1.856370178375468
human,PT_06,distance error (cm),1.98946432015652
human,PT_06,distance error (cm),1.2963401812330189
human,PT_06,distance error (cm),0.8356037774367217
human,PT_06,distance error (cm),1.3501804453128488
human,PT_06,distance error (cm),0.9530175682884768
human,PT_06,distance error (cm),1.393550483214724
human,PT_06,distance error (cm),0.964989055218338
human,PT_06,distance error (cm),1.365792104521334
human,PT_06,distance error (cm),1.2780883091575328
human,PT_06,distance error (cm),1.22100010928972
human,PT_06,distance error (cm),1.1775908207513146
human,PT_06,distance error (cm),1.2747674727146292
human,PT_06,distance error (cm),0.7365269908856623
human,PT_06,distance error (cm),0.9836938005243562
human,PT_06,distance error (cm),1.0067309059977805
human,PT_06,distance error (cm),0.7290951872870303
human,PT_06,distance error (cm),0.5336817430132403
human,PT_06,distance error (cm),0.8558329202932494
human,PT_06,distance error (cm),0.5509614760359879
human,PT_06,distance error (cm),1.1404750413114968
human,PT_06,distance error (cm),0.6809457900591053
human,PT_06,distance error (cm),0.663828857129461
human,PT_06,distance error (cm),1.4719445147294483
human,PT_06,distance error (cm),0.7507181696798789
human,PT_06,distance error (cm),0.7649455324621827
human,PT_06,distance error (cm),0.7858192054195368
human,PT_06,distance error (cm),1.1563634156112976
human,PT_06,distance error (cm),1.0824785651841944
human,PT_06,distance error (cm),1.0085756528988084
human,PT_06,distance error (cm),0.7327454084473137
human,PT_06,distance error (cm),0.5556068542286643
human,PT_06,distance error (cm),0.9254958098916786
human,PT_06,distance error (cm),0.7432736249895038
human,PT_06,distance error (cm),0.7029600010537365
human,PT_06,distance error (cm),0.6835172778425402
human,PT_06,distance error (cm),0.7858352804251855
human,PT_06,distance error (cm),0.6324711720867776
human,PT_06,distance error (cm),0.8623013175599882
human,PT_06,distance error (cm),0.6705695899775835
human,PT_06,distance error (cm),1.4226321012502794
human,PT_06,distance error (cm),2.128504218960982
human,PT_06,distance error (cm),1.3315024047005346
human,PT_06,distance error (cm),1.6389496505493508
human,PT_06,distance error (cm),1.7543279568501782
human,PT_06,distance error (cm),1.5845025249769664
human,PT_06,distance error (cm),1.591687044243625
human,PT_06,distance error (cm),1.3348360799884325
human,PT_06,distance error (cm),1.2781117642760509
human,PT_06,distance error (cm),1.1202293079737664
human,PT_06,distance error (cm),1.3437080700484048
human,PT_06,distance error (cm),1.513969784701132
human,PT_06,distance error (cm),1.1143086283402872
human,PT_06,distance error (cm),1.2867357466103648
human,PT_06,distance error (cm),1.1664943267914822
human,PT_06,distance error (cm),1.022182056788536
human,PT_06,distance error (cm),1.968621403586999
human,PT_06,distance error (cm),1.4528627336392457
human,PT_06,distance error (cm),1.5396822118433406
human,PT_06,distance error (cm),1.7153219800617108
human,PT_06,distance error (cm),1.5709412789056472
human,PT_06,distance error (cm),1.5252871716819936
human,PT_06,distance error (cm),1.303050454005093
human,PT_06,distance error (cm),1.1914977521329275
human,PT_06,distance error (cm),1.192402951236638
human,PT_06,distance error (cm),1.540394867886456
human,PT_06,distance error (cm),1.350453732398385
human,PT_06,distance error (cm),1.236324282108312
human,PT_06,distance error (cm),1.7327081279970895
human,PT_06,distance error (cm),1.4380375355145032
human,PT_06,distance error (cm),1.5420684436265617
human,PT_06,distance error (cm),1.2754619173444737
human,PT_06,distance error (cm),1.9345273509743264
human,PT_06,distance error (cm),1.6428000998660297
human,PT_06,distance error (cm),1.8477084890630997
human,PT_06,distance error (cm),1.6376991363938742
human,PT_06,distance error (cm),2.2076018480195403
human,PT_06,distance error (cm),1.7895763083012846
human,PT_06,distance error (cm),2.690356370528164
human,PT_06,distance error (cm),2.024866948994684
human,PT_06,distance error (cm),1.8759975253283545
human,PT_06,distance error (cm),2.036343397120225
human,PT_06,distance error (cm),1.8253448095361624
human,PT_06,distance error (cm),1.6605555845125248
human,PT_06,distance error (cm),2.838903402232272
human,PT_06,distance error (cm),2.471003610396381
human,PT_06,distance error (cm),1.6308786225955092
human,PT_06,distance error (cm),2.6286580558929677
human,PT_06,distance error (cm),1.658539354724568
human,PT_06,distance error (cm),1.3185897161596445
human,PT_06,distance error (cm),1.0400717554866508
human,PT_06,distance error (cm),1.8543842477803587
human,PT_06,distance error (cm),1.0513309478821016
human,PT_06,distance error (cm),2.8191821301406943
human,PT_06,distance error (cm),1.1699865761564543
human,PT_06,distance error (cm),1.8023406872797108
human,PT_06,distance error (cm),2.3228163838149274
human,PT_06,distance error (cm),0.7869771105571979
human,PT_06,distance error (cm),1.2496456343733218
human,PT_06,distance error (cm),1.5151237446729096
human,PT_06,distance error (cm),1.6096212010353053
human,PT_06,distance error (cm),1.0491833019306085
human,PT_06,distance error (cm),1.2172828283233772
human,PT_06,distance error (cm),1.6014459665663403
human,PT_06,distance error (cm),2.6545710848230577
human,PT_06,distance error (cm),2.4009560516612183
human,PT_06,distance error (cm),2.772278462517339
human,PT_06,distance error (cm),2.2831950806504766
human,PT_06,distance error (cm),3.202856973285287
human,PT_06,distance error (cm),4.966731643176084
human,PT_06,distance error (cm),5.536788834258913
human,PT_06,distance error (cm),3.830957412456868
human,PT_06,distance error (cm),3.8911728593396666
human,PT_06,distance error (cm),4.295478387153318
human,PT_06,distance error (cm),4.071012479350069
human,PT_06,distance error (cm),2.4307237766600425
human,PT_06,distance error (cm),4.626648382203511
human,PT_06,distance error (cm),4.537247664752078
human,PT_06,distance error (cm),2.9585895046050146
human,PT_06,distance error (cm),4.425908946452774
human,PT_06,distance error (cm),1.62334369647773
human,PT_06,distance error (cm),1.473282490372036
human,PT_06,distance error (cm),1.788203163247713
human,PT_06,distance error (cm),2.278248826546401
human,PT_06,distance error (cm),2.321650081436898
human,PT_06,distance error (cm),1.58591027279139
human,PT_06,distance error (cm),1.3978179438290368
human,PT_06,distance error (cm),1.2005036036704984
human,PT_06,distance error (cm),1.5103865194931665
human,PT_06,distance error (cm),1.8403350060725805
human,PT_06,distance error (cm),1.4268837337108935
human,PT_06,distance error (cm),1.6010968595342796
human,PT_06,distance error (cm),2.007028937813689
human,PT_06,distance error (cm),2.381645560948503
human,PT_06,distance error (cm),1.3936713762431183
human,PT_06,distance error (cm),1.5531634284023488
human,PT_06,distance error (cm),11.525469869381196
human,PT_06,distance error (cm),11.091271189964656
human,PT_06,distance error (cm),11.52375687199932
human,PT_06,distance error (cm),11.324080014485707
human,PT_06,distance error (cm),10.686990781174188
human,PT_06,distance error (cm),12.27476105248691
human,PT_06,distance error (cm),12.214246197974084
human,PT_06,distance error (cm),10.987409408915465
human,PT_06,distance error (cm),10.931883968898154
human,PT_06,distance error (cm),10.890187806667072
human,PT_06,distance error (cm),10.361983188462697
human,PT_06,distance error (cm),10.3512683996459
human,PT_06,distance error (cm),10.42395079318724
human,PT_06,distance error (cm),9.339662225768196
human,PT_06,distance error (cm),10.321035858142304
human,PT_06,distance error (cm),10.330614425695016
human,PT_06,distance error (cm),6.199491646872303
human,PT_06,distance error (cm),6.365885608573036
human,PT_06,distance error (cm),3.320002867773169
human,PT_06,distance error (cm),4.588363306069358
human,PT_06,distance error (cm),4.090029602119817
human,PT_06,distance error (cm),4.595324648101113
human,PT_06,distance error (cm),3.255005106427658
human,PT_06,distance error (cm),4.976276649305908
human,PT_06,distance error (cm),5.218496437600186
human,PT_06,distance error (cm),4.692360709497445
human,PT_06,distance error (cm),4.389367109740528
human,PT_06,distance error (cm),5.432370164295374
human,PT_06,distance error (cm),5.304404624768196
human,PT_06,distance error (cm),6.010770957376368
human,PT_06,distance error (cm),4.700932135106728
human,PT_06,distance error (cm),4.3869770706936775
human,PT_06,distance error (cm),2.716695975495292
human,PT_06,distance error (cm),3.715920240779352
human,PT_06,distance error (cm),3.4277599153065217
human,PT_06,distance error (cm),3.930776089494669
human,PT_06,distance error (cm),3.9083950727045886
human,PT_06,distance error (cm),2.97083092138044
human,PT_06,distance error (cm),3.575100625920445
human,PT_06,distance error (cm),3.5937571673760798
human,PT_06,distance error (cm),3.515512644198305
human,PT_06,distance error (cm),2.626109552940312
human,PT_06,distance error (cm),3.2225109279674733
human,PT_06,distance error (cm),4.510507703659739
human,PT_06,distance error (cm),3.406058672950688
human,PT_06,distance error (cm),3.418731745042037
human,PT_06,distance error (cm),2.216662088792489
human,PT_06,distance error (cm),2.55882384044686
human,PT_06,distance error (cm),1.3548783306884735
human,PT_06,distance error (cm),1.606961096648167
human,PT_06,distance error (cm),2.816657797224588
human,PT_06,distance error (cm),2.195375787379076
human,PT_06,distance error (cm),1.1232324250633563
human,PT_06,distance error (cm),2.066291216185696
human,PT_06,distance error (cm),4.0415766090042045
human,PT_06,distance error (cm),1.2394863624939831
human,PT_06,distance error (cm),5.459848268635227
human,PT_06,distance error (cm),3.190716925728874
human,PT_06,distance error (cm),2.844138249045045
human,PT_06,distance error (cm),3.8310092539863705
human,PT_06,distance error (cm),3.092998148521368
human,PT_06,distance error (cm),4.119434526244719
human,PT_06,distance error (cm),1.2780939086170533
human,PT_06,distance error (cm),2.183187532036764
human,PT_06,distance error (cm),3.279846737884564
human,PT_06,distance error (cm),3.0831554837348825
human,PT_06,distance error (cm),2.360969546721038
human,PT_06,distance error (cm),2.709000187969441
