condition,measure,observed,estimated
simultaneous contact,force (N),2.220360279,3.422691822
simultaneous contact,force (N),2.280350924,3.434945822
simultaneous contact,force (N),2.420743704,3.454630613
simultaneous contact,force (N),2.641969204,3.432118416
simultaneous contact,force (N),2.703700781,3.493818045
simultaneous contact,force (N),2.844292402,3.5206604
simultaneous contact,force (N),2.906888485,3.485654831
simultaneous contact,force (N),2.984962225,3.784468174
simultaneous contact,force (N),2.984962225,3.575803757
simultaneous contact,force (N),3.18904376,3.709232807
simultaneous contact,force (N),3.120897055,3.774874926
simultaneous contact,force (N),3.201562166,3.829716444
simultaneous contact,force (N),3.342154741,4.039988041
simultaneous contact,force (N),3.471310854,4.163553238
simultaneous contact,force (N),3.701351166,4.333791733
simultaneous contact,force (N),3.687817812,4.484524727
simultaneous contact,force (N),3.765634298,4.512300968
simultaneous contact,force (N),4.004996777,4.958261013
simultaneous contact,force (N),4.080440998,4.941727638
simultaneous contact,force (N),4.140048027,5.271446705
simultaneous contact,force (N),4.220189571,5.438789845
simultaneous contact,force (N),4.30116272,5.782686234
simultaneous contact,force (N),4.522167683,6.103385925
simultaneous contact,force (N),4.605431557,6.138383389
simultaneous contact,force (N),4.770743847,6.17631197
simultaneous contact,force (N),4.909174919,6.413009644
simultaneous contact,force (N),5.131276608,6.60717535
simultaneous contact,force (N),5.215362072,7.059000492
simultaneous contact,force (N),5.522680283,7.208297729
simultaneous contact,force (N),5.608029842,7.276162148
simultaneous contact,force (N),5.661272049,7.444777489
simultaneous contact,force (N),6.003331661,7.543931484
simultaneous contact,force (N),6.053924084,7.691723824
simultaneous contact,force (N),6.244197369,7.778688908
simultaneous contact,force (N),6.676076412,8.055520058
simultaneous contact,force (N),6.673080444,8.088862419
simultaneous contact,force (N),6.897100925,8.07597065
simultaneous contact,force (N),7.207634926,8.172365189
simultaneous contact,force (N),7.345747471,8.204709053
simultaneous contact,force (N),7.470608711,8.260211945
simultaneous contact,force (N),7.742092609,8.342411995
simultaneous contact,force (N),7.965550423,8.353158951
simultaneous contact,force (N),8.189017296,8.41108036
simultaneous contact,force (N),8.274056435,8.425161362
simultaneous contact,force (N),8.40832901,8.459913254
simultaneous contact,force (N),8.722958565,8.461192131
simultaneous contact,force (N),8.676404953,8.524559975
simultaneous contact,force (N),8.858894348,8.560969353
simultaneous contact,force (N),9.089554787,8.573694229
simultaneous contact,force (N),9.001111031,8.627765656
simultaneous contact,force (N),9.049309731,8.613794327
simultaneous contact,force (N),9.089554787,8.620280266
simultaneous contact,force (N),9.235799789,8.627061844
simultaneous contact,force (N),9.289779663,8.636377335
simultaneous contact,force (N),9.247702599,8.616519928
simultaneous contact,force (N),9.049861908,8.642014503
simultaneous contact,force (N),9.172785759,8.627588272
simultaneous contact,force (N),8.961027145,8.616635323
simultaneous contact,force (N),9.027180672,8.633097649
simultaneous contact,force (N),8.830062866,8.139600754
simultaneous contact,force (N),8.718371391,8.359219551
simultaneous contact,force (N),8.48763752,7.715888977
simultaneous contact,force (N),8.519976616,7.79848814
simultaneous contact,force (N),8.400594711,7.888722897
simultaneous contact,force (N),7.675936699,7.951014519
simultaneous contact,force (N),8.101852417,7.930556297
simultaneous contact,force (N),8.581957817,7.539535522
simultaneous contact,force (N),8.709191322,7.734361172
simultaneous contact,force (N),8.924684525,7.867209435
simultaneous contact,force (N),8.989438057,7.776031971
simultaneous contact,force (N),8.938120842,7.736902237
simultaneous contact,force (N),8.928045273,7.674118042
simultaneous contact,force (N),8.466995239,7.287872791
simultaneous contact,force (N),8.764131546,7.244225025
simultaneous contact,force (N),8.203048706,8.438977242
simultaneous contact,force (N),8.341462135,8.374222755
simultaneous contact,force (N),8.082697868,8.472604752
simultaneous contact,force (N),7.248447418,8.438325882
simultaneous contact,force (N),6.827151299,8.394592285
simultaneous contact,force (N),6.882586002,8.332854271
simultaneous contact,force (N),6.546754837,8.149971008
simultaneous contact,force (N),6.275348186,8.070761681
simultaneous contact,force (N),5.806031704,8.085042
simultaneous contact,force (N),5.721888065,8.031977654
simultaneous contact,force (N),5.5,7.912812233
simultaneous contact,force (N),5.354437351,7.715892315
simultaneous contact,force (N),5.190375805,7.607023239
simultaneous contact,force (N),4.913247585,7.467210293
simultaneous contact,force (N),4.636809349,7.333782673
simultaneous contact,force (N),4.636809349,7.254001141
simultaneous contact,force (N),4.366920948,7.192692757
simultaneous contact,force (N),4.331281662,7.063159943
simultaneous contact,force (N),3.956008196,6.920173168
simultaneous contact,force (N),3.967366934,6.805738926
simultaneous contact,force (N),3.733630896,6.726875305
simultaneous contact,force (N),3.694590807,6.513342857
simultaneous contact,force (N),3.606937647,6.208952427
simultaneous contact,force (N),3.419064283,5.903388977
simultaneous contact,force (N),3.289376736,5.867354393
simultaneous contact,force (N),3.078960896,5.632060051
simultaneous contact,force (N),2.846049786,5.504646301
simultaneous contact,force (N),2.942787886,5.335549355
simultaneous contact,force (N),2.79463768,5.264001846
simultaneous contact,force (N),2.758622885,5.129040718
simultaneous contact,force (N),2.649528265,4.845610619
simultaneous contact,force (N),2.477902412,4.732025146
simultaneous contact,force (N),2.437211514,4.618304253
simultaneous contact,force (N),2.404162884,4.508427143
simultaneous contact,force (N),2.2561028,4.488004208
simultaneous contact,force (N),2.15638566,4.406895638
simultaneous contact,force (N),2.034698963,4.339839458
simultaneous contact,force (N),1.933907986,4.301602364
simultaneous contact,force (N),1.933907986,4.280402184
simultaneous contact,force (N),1.772004485,4.183262348
simultaneous contact,force (N),1.627882004,4.197950363
simultaneous contact,force (N),1.667333245,4.166329861
simultaneous contact,force (N),1.81383574,4.145549297
simultaneous contact,force (N),1.539480448,4.093716145
simultaneous contact,force (N),1.529705882,4.06423378
simultaneous contact,force (N),1.462873578,4.060049534
simultaneous contact,force (N),1.593737602,4.067150116
simultaneous contact,force (N),1.555634856,4.019699574
simultaneous contact,force (N),1.456022024,4.032135487
simultaneous contact,force (N),1.319090605,4.03881979
simultaneous contact,force (N),1.337908864,4.033556461
simultaneous contact,force (N),1.284523249,4.050321579
simultaneous contact,force (N),1.276714444,3.485399008
simultaneous contact,force (N),1.22065556,3.457244158
simultaneous contact,force (N),1.157583594,3.47236371
simultaneous contact,force (N),1.360146999,3.447128057
simultaneous contact,force (N),1.5,3.46373558
simultaneous contact,force (N),1.838477612,3.446577311
simultaneous contact,force (N),2.012461185,3.463898182
simultaneous contact,force (N),2.109502316,3.471038818
simultaneous contact,force (N),2.22261095,3.461301327
simultaneous contact,force (N),2.280350924,3.468934774
simultaneous contact,force (N),2.561249733,3.476928473
simultaneous contact,force (N),2.626785278,3.47666049
simultaneous contact,force (N),2.844292402,3.497810602
simultaneous contact,force (N),2.983286858,4.012984753
simultaneous contact,force (N),3.047950029,4.429729462
simultaneous contact,force (N),3.047950029,4.595154285
simultaneous contact,force (N),3.184336901,4.696174622
simultaneous contact,force (N),2.913760424,4.760766983
simultaneous contact,force (N),3.049590111,5.11954689
simultaneous contact,force (N),3.116087198,5.220591545
simultaneous contact,force (N),3.18904376,5.424057007
simultaneous contact,force (N),3.257299423,5.716110229
simultaneous contact,force (N),3.421987772,5.88927269
simultaneous contact,force (N),3.624913692,5.952418804
simultaneous contact,force (N),3.624913692,6.149057865
simultaneous contact,force (N),3.780211687,6.197924614
simultaneous contact,force (N),3.865229607,6.360202789
simultaneous contact,force (N),4,6.510911465
simultaneous contact,force (N),4.161730289,6.930612564
simultaneous contact,force (N),4.189271927,7.127345085
simultaneous contact,force (N),4.327816963,7.314579487
simultaneous contact,force (N),4.522167683,7.425413609
simultaneous contact,force (N),4.687216759,7.453701496
simultaneous contact,force (N),4.854894638,7.46132803
simultaneous contact,force (N),4.992994785,7.673258305
simultaneous contact,force (N),5.247856617,7.75957489
simultaneous contact,position (mm),98.15679932,88.99495679
simultaneous contact,position (mm),97.46856689,88.93364494
simultaneous contact,position (mm),96.65057373,89.90382429
simultaneous contact,position (mm),95.82116699,90.37592554
simultaneous contact,position (mm),94.75091553,89.41284545
simultaneous contact,position (mm),93.41253662,83.74246742
simultaneous contact,position (mm),92.28924561,83.96561029
simultaneous contact,position (mm),90.99816895,81.72240332
simultaneous contact,position (mm),89.18377686,81.42826779
simultaneous contact,position (mm),87.6272583,81.0463595
simultaneous contact,position (mm),85.92584229,80.74480201
simultaneous contact,position (mm),84.12310791,79.86626774
simultaneous contact,position (mm),82.04229736,71.24549896
simultaneous contact,position (mm),80.02581787,66.87364137
simultaneous contact,position (mm),77.70648193,70.67529875
simultaneous contact,position (mm),75.6572876,67.19197895
simultaneous contact,position (mm),73.80767822,63.18896054
simultaneous contact,position (mm),71.49847412,57.96535228
simultaneous contact,position (mm),69.42297363,50.4262536
simultaneous contact,position (mm),67.29138184,47.83518256
simultaneous contact,position (mm),65.04089355,45.90063235
simultaneous contact,position (mm),62.97167969,40.01969652
simultaneous contact,position (mm),60.86798096,37.63869924
simultaneous contact,position (mm),58.82073975,34.96388911
simultaneous contact,position (mm),56.55273438,25.50831109
simultaneous contact,position (mm),54.47924805,21.66938255
simultaneous contact,position (mm),52.62860107,20.04784547
simultaneous contact,position (mm),50.51397705,18.27335146
simultaneous contact,position (mm),48.45172119,15.89703324
simultaneous contact,position (mm),46.44238281,13.73934016
simultaneous contact,position (mm),44.32800293,10.98611541
simultaneous contact,position (mm),42.28820801,10.18502769
simultaneous contact,position (mm),40.22772217,8.676756183
simultaneous contact,position (mm),38.18615723,7.340803244
simultaneous contact,position (mm),36.0390625,5.223285566
simultaneous contact,position (mm),33.95977783,4.498030921
simultaneous contact,position (mm),31.92565918,4.340394929
simultaneous contact,position (mm),29.68566895,4.376213957
simultaneous contact,position (mm),27.58575439,2.981692066
simultaneous contact,position (mm),25.49871826,2.656900609
simultaneous contact,position (mm),23.24890137,3.323263609
simultaneous contact,position (mm),21.35388184,2.952649611
simultaneous contact,position (mm),19.23425293,2.200934063
simultaneous contact,position (mm),17.29351807,2.780653738
simultaneous contact,position (mm),15.39562988,2.099608163
simultaneous contact,position (mm),13.64459229,1.789821975
simultaneous contact,position (mm),11.9006958,1.752066783
simultaneous contact,position (mm),10.46307373,1.39242438
simultaneous contact,position (mm),9.063812256,1.193483561
simultaneous contact,position (mm),7.611663818,1.78046385
simultaneous contact,position (mm),6.340942383,1.752712171
simultaneous contact,position (mm),5.390075684,1.223010058
simultaneous contact,position (mm),4.219024658,1.466966681
simultaneous contact,position (mm),3.274108887,1.137657509
simultaneous contact,position (mm),2.522094727,1.175574047
simultaneous contact,position (mm),1.781921387,1.310621464
simultaneous contact,position (mm),1.273376465,1.168797475
simultaneous contact,position (mm),0.823699951,1.735932086
simultaneous contact,position (mm),0.512512207,0.790277475
simultaneous contact,position (mm),0.262756348,0.989218293
simultaneous contact,position (mm),0.093322754,0.965661635
simultaneous contact,position (mm),0,1.337405062
simultaneous contact,position (mm),0.0390625,0.735742198
simultaneous contact,position (mm),0.129669189,1.864202929
simultaneous contact,position (mm),0.501831055,3.520590957
simultaneous contact,position (mm),0.901794434,3.261629065
simultaneous contact,position (mm),1.396331787,2.862618
simultaneous contact,position (mm),2.004241943,2.903922825
simultaneous contact,position (mm),2.630371094,2.741930464
simultaneous contact,position (mm),3.504486084,2.593813943
simultaneous contact,position (mm),4.462280273,2.194318837
simultaneous contact,position (mm),5.410583496,2.71337205
simultaneous contact,position (mm),6.475250244,2.030067618
simultaneous contact,position (mm),7.863922119,2.321782946
simultaneous contact,position (mm),9.243591309,2.65044673
simultaneous contact,position (mm),10.68630981,2.613820967
simultaneous contact,position (mm),12.29418945,2.648510567
simultaneous contact,position (mm),13.95880127,3.303417931
simultaneous contact,position (mm),15.71350098,3.878942585
simultaneous contact,position (mm),17.61517334,4.995786334
simultaneous contact,position (mm),19.59100342,5.325095507
simultaneous contact,position (mm),21.70227051,5.740079922
simultaneous contact,position (mm),23.93450928,6.139413681
simultaneous contact,position (mm),25.83239746,6.809649008
simultaneous contact,position (mm),27.97216797,9.248731203
simultaneous contact,position (mm),30.21105957,10.49094155
simultaneous contact,position (mm),32.23693848,13.19785972
simultaneous contact,position (mm),34.1519165,13.17123747
simultaneous contact,position (mm),36.44958496,14.10027334
simultaneous contact,position (mm),38.46636963,16.86979414
simultaneous contact,position (mm),40.81378174,17.49743387
simultaneous contact,position (mm),42.92272949,21.49625725
simultaneous contact,position (mm),45.16369629,24.21204951
simultaneous contact,position (mm),47.21624756,31.27517461
simultaneous contact,position (mm),49.29370117,35.84193934
simultaneous contact,position (mm),51.16900635,37.67661577
simultaneous contact,position (mm),53.05841064,41.16041962
simultaneous contact,position (mm),55.1182251,47.01796014
simultaneous contact,position (mm),57.16888428,49.72858929
simultaneous contact,position (mm),59.21606445,52.46906763
simultaneous contact,position (mm),61.35845947,60.01284537
simultaneous contact,position (mm),63.64489746,62.098255
simultaneous contact,position (mm),65.73254395,68.89951396
simultaneous contact,position (mm),68.00744629,71.29745268
simultaneous contact,position (mm),70.06518555,72.28489616
simultaneous contact,position (mm),71.93341064,78.12565659
simultaneous contact,position (mm),73.97088623,78.79734404
simultaneous contact,position (mm),76.07745361,79.32833693
simultaneous contact,position (mm),78.15344238,80.5290811
simultaneous contact,position (mm),80.05090332,85.45435881
simultaneous contact,position (mm),82.23919678,86.66123417
simultaneous contact,position (mm),84.19006348,88.82844672
simultaneous contact,position (mm),86.01373291,88.55302743
simultaneous contact,position (mm),87.85455322,91.25429846
simultaneous contact,position (mm),89.43786621,90.43626931
simultaneous contact,position (mm),90.89599609,92.84663174
simultaneous contact,position (mm),92.12554932,93.0141099
simultaneous contact,position (mm),93.22479248,92.85292427
simultaneous contact,position (mm),94.50219727,94.31666401
simultaneous contact,position (mm),95.49359131,94.21582216
simultaneous contact,position (mm),96.37237549,96.94048849
simultaneous contact,position (mm),97.33825684,95.4635183
simultaneous contact,position (mm),97.98620605,94.27697266
simultaneous contact,position (mm),98.66796875,93.8882878
simultaneous contact,position (mm),99.02020264,94.56884933
simultaneous contact,position (mm),99.45239258,94.46203764
simultaneous contact,position (mm),99.72052002,95.25860764
simultaneous contact,position (mm),99.93591309,94.92703961
simultaneous contact,position (mm),100.0111084,95.01126273
simultaneous contact,position (mm),100.0116577,94.746331
simultaneous contact,position (mm),99.9597168,96.36932021
simultaneous contact,position (mm),99.70324707,92.47295215
simultaneous contact,position (mm),99.30371094,86.79983122
simultaneous contact,position (mm),98.89367676,87.42472805
simultaneous contact,position (mm),98.26873779,88.79924291
simultaneous contact,position (mm),97.67651367,88.73389739
simultaneous contact,position (mm),96.90393066,90.19198999
simultaneous contact,position (mm),96.01403809,88.57206638
simultaneous contact,position (mm),95.1385498,86.84597646
simultaneous contact,position (mm),93.98272705,87.74080677
simultaneous contact,position (mm),92.77056885,87.19464727
simultaneous contact,position (mm),91.4675293,85.33576879
simultaneous contact,position (mm),90.06829834,84.73071764
simultaneous contact,position (mm),88.36138916,78.56468171
simultaneous contact,position (mm),86.5401001,78.69295255
simultaneous contact,position (mm),84.95202637,80.03439128
simultaneous contact,position (mm),83.12768555,71.74551323
simultaneous contact,position (mm),81.18585205,81.22900428
simultaneous contact,position (mm),79.13262939,79.80850552
simultaneous contact,position (mm),76.5135498,75.27965733
simultaneous contact,position (mm),74.33044434,69.63816041
simultaneous contact,position (mm),72.25146484,62.00773935
simultaneous contact,position (mm),70.1184082,54.63950712
simultaneous contact,position (mm),67.81835938,51.77188736
simultaneous contact,position (mm),65.34082031,48.37117721
simultaneous contact,position (mm),63.44940186,44.34024577
simultaneous contact,position (mm),61.34698486,39.58502777
simultaneous contact,position (mm),59.09710693,37.51155782
simultaneous contact,position (mm),57.01635742,26.717768
simultaneous contact,position (mm),54.92468262,22.22554557
simultaneous contact,position (mm),53.05010986,19.06266085
simultaneous contact,position (mm),51.25732422,15.8110353
simultaneous contact,position (mm),48.92816162,15.33635251
simultaneous contact,position (mm),46.69415283,10.49949294
simultaneous contact,position (mm),44.60778809,10.34863352
simultaneous contact,position (mm),42.30474854,9.127559626
simultaneous contact,position (mm),40.26696777,8.607699678
simultaneous contact,position (mm),38.23583984,5.931276085
simultaneous contact,position (mm),36.10632324,5.196824663
simultaneous contact,position (mm),34.04156494,4.761026488
simultaneous contact,position (mm),31.99353027,4.737147136
simultaneous contact,position (mm),29.89526367,4.170335219
simultaneous contact,position (mm),27.62713623,3.772776276
simultaneous contact,position (mm),25.77288818,3.521720386
simultaneous contact,position (mm),23.71557617,2.645444974
simultaneous contact,position (mm),21.64733887,2.432789663
simultaneous contact,position (mm),19.52264404,2.403585861
simultaneous contact,position (mm),17.55499268,2.880850208
simultaneous contact,position (mm),15.38757324,2.506363883
simultaneous contact,position (mm),13.83972168,2.329688947
simultaneous contact,position (mm),12.31365967,2.301614574
simultaneous contact,position (mm),10.72369385,2.156079604
simultaneous contact,position (mm),9.101898193,1.507626118
simultaneous contact,position (mm),7.767700195,2.015062349
simultaneous contact,position (mm),6.248687744,1.574262418
simultaneous contact,position (mm),6.759490967,1.814346715
simultaneous contact,position (mm),5.558746338,1.730930329
simultaneous contact,position (mm),4.458862305,1.812249204
simultaneous contact,position (mm),3.597167969,1.65574264
simultaneous contact,position (mm),2.704711914,1.786110994
simultaneous contact,position (mm),2.059417725,1.38387299
simultaneous contact,position (mm),1.456939697,1.879692239
simultaneous contact,position (mm),0.919952393,1.288839623
simultaneous contact,position (mm),0.60369873,1.521985999
simultaneous contact,position (mm),0.352172852,1.79433969
simultaneous contact,position (mm),0.123168945,1.663487295
simultaneous contact,position (mm),0.035247803,1.290937133
simultaneous contact,position (mm),0.049926758,1.245114593
simultaneous contact,position (mm),0.087585449,1.672845419
simultaneous contact,position (mm),0.459472656,1.766265317
simultaneous contact,position (mm),0.887298584,1.941649477
simultaneous contact,position (mm),1.363677979,1.682203544
simultaneous contact,position (mm),1.937347412,2.200611369
simultaneous contact,position (mm),2.589385986,1.992151079
simultaneous contact,position (mm),3.459655762,2.178022792
simultaneous contact,position (mm),4.383880615,2.106223389
simultaneous contact,position (mm),5.41583252,1.5432838
simultaneous contact,position (mm),6.505218506,1.561193314
simultaneous contact,position (mm),7.74887085,1.856135581
simultaneous contact,position (mm),9.24041748,1.880983015
simultaneous contact,position (mm),10.70458984,2.224168027
simultaneous contact,position (mm),12.3046875,2.428594642
simultaneous contact,position (mm),13.99920654,2.481677796
simultaneous contact,position (mm),15.76898193,2.90101858
simultaneous contact,position (mm),17.63232422,2.015223696
simultaneous contact,position (mm),19.6595459,3.107220012
simultaneous contact,position (mm),21.70043945,3.135939773
simultaneous contact,position (mm),23.58514404,3.850222824
simultaneous contact,position (mm),25.69085693,4.935281219
simultaneous contact,position (mm),27.73638916,5.156487919
simultaneous contact,position (mm),29.56762695,6.501476289
simultaneous contact,position (mm),31.67810059,8.243539559
simultaneous contact,position (mm),33.80212402,8.825518092
simultaneous contact,position (mm),35.83459473,10.76732892
simultaneous contact,position (mm),37.92797852,11.06081906
simultaneous contact,position (mm),39.96893311,16.96853849
simultaneous contact,position (mm),42.0369873,18.09457901
simultaneous contact,position (mm),44.11901855,20.91895778
simultaneous contact,position (mm),45.99835205,23.69106013
simultaneous contact,position (mm),48.03625488,26.87007954
simultaneous contact,position (mm),50.09753418,29.44792014
simultaneous contact,position (mm),52.17218018,36.30355303
simultaneous contact,position (mm),54.18041992,39.63165705
simultaneous contact,position (mm),56.24737549,39.92369507
simultaneous contact,position (mm),58.38299561,48.01685925
simultaneous contact,position (mm),60.63970947,49.13612321
simultaneous contact,position (mm),62.87982178,52.96730709
simultaneous contact,position (mm),65.09942627,58.17284449
simultaneous contact,position (mm),67.40093994,63.39209638
simultaneous contact,position (mm),69.18579102,65.62352502
simultaneous contact,position (mm),71.2432251,67.1464791
simultaneous contact,position (mm),73.54638672,70.25047217
simultaneous contact,position (mm),75.62243652,69.6972134
simultaneous contact,position (mm),77.71893311,72.54998923
simultaneous contact,position (mm),80.00683594,74.33868178
simultaneous contact,position (mm),82.06195068,75.41325262
simultaneous contact,position (mm),84.15777588,79.66877904
simultaneous contact,position (mm),85.97167969,79.0101607
simultaneous contact,position (mm),87.50067139,82.59722661
simultaneous contact,position (mm),89.13275146,83.06755304
simultaneous contact,position (mm),90.56951904,83.6053225
simultaneous contact,position (mm),92.09747314,85.40337317
simultaneous contact,position (mm),93.2487793,88.17337801
simultaneous contact,position (mm),94.52893066,88.48606844
simultaneous contact,position (mm),95.51696777,89.93480291
simultaneous contact,position (mm),96.4586792,92.68399399
simultaneous contact,position (mm),97.33868408,93.24177048
simultaneous contact,position (mm),98.00500488,92.2196374
simultaneous contact,position (mm),98.61865234,94.37313545
simultaneous contact,position (mm),99.11474609,94.66275327
simultaneous contact,position (mm),99.45715332,96.31317146
simultaneous contact,position (mm),99.79693604,96.96743344
simultaneous contact,position (mm),99.8927002,96.5269562
simultaneous contact,position (mm),100.00354,96.6097272
simultaneous contact,position (mm),99.98919678,96.81108822
simultaneous contact,position (mm),99.89916992,81.82727885
simultaneous contact,position (mm),99.61480713,80.55893029
simultaneous contact,position (mm),99.15539551,75.58976621
simultaneous contact,position (mm),98.671875,80.85806758
simultaneous contact,position (mm),98.07275391,79.02113229
simultaneous contact,position (mm),97.34954834,78.03401151
simultaneous contact,position (mm),96.51397705,78.13695088
simultaneous contact,position (mm),95.46130371,79.49710586
simultaneous contact,position (mm),94.39080811,77.925425
simultaneous contact,position (mm),93.40625,76.52073825
simultaneous contact,position (mm),92.1116333,73.75154014
simultaneous contact,position (mm),90.74902344,64.08024122
simultaneous contact,position (mm),89.08459473,65.13851602
simultaneous contact,position (mm),87.29229736,64.13138821
simultaneous contact,position (mm),85.57659912,62.44966871
simultaneous contact,position (mm),83.73248291,81.66044608
simultaneous contact,position (mm),81.64581299,72.97788141
simultaneous contact,position (mm),79.59484863,79.6177934
simultaneous contact,position (mm),77.4776001,74.84757013
simultaneous contact,position (mm),75.37042236,72.28586424
simultaneous contact,position (mm),73.35418701,70.35857464
simultaneous contact,position (mm),71.2175293,60.88831405
simultaneous contact,position (mm),68.94927979,56.00224365
simultaneous contact,position (mm),66.86260986,56.57405733
simultaneous contact,position (mm),64.76324463,55.4002581
simultaneous contact,position (mm),62.89172363,50.23554148
simultaneous contact,position (mm),60.59179688,42.57236698
simultaneous contact,position (mm),58.52209473,34.98922059
simultaneous contact,position (mm),56.41052246,28.19038183
simultaneous contact,position (mm),54.35943604,23.43871346
simultaneous contact,position (mm),52.28363037,21.2563343
simultaneous contact,position (mm),50.20385742,19.80017787
simultaneous contact,position (mm),48.12744141,18.11055236
simultaneous contact,position (mm),45.88800049,15.36797651
simultaneous contact,position (mm),43.76928711,14.17788124
simultaneous contact,position (mm),41.8883667,11.61746612
simultaneous contact,position (mm),39.62445068,10.24004701
simultaneous contact,position (mm),37.07373047,7.935205493
simultaneous contact,position (mm),35.00646973,6.362072504
simultaneous contact,position (mm),32.73895264,5.776867032
simultaneous contact,position (mm),30.85760498,4.468827119
simultaneous contact,position (mm),28.80426025,3.714691366
simultaneous contact,position (mm),26.9720459,4.267143403
simultaneous contact,position (mm),24.71380615,4.306512064
simultaneous contact,position (mm),22.60491943,3.805852406
simultaneous contact,position (mm),20.38092041,2.712565315
simultaneous contact,position (mm),18.31890869,2.667065469
simultaneous contact,position (mm),16.3380127,1.954395887
simultaneous contact,position (mm),14.51879883,2.058626032
simultaneous contact,position (mm),13.00109863,1.838710108
simultaneous contact,position (mm),11.37402344,1.754325641
simultaneous contact,position (mm),9.70135498,2.009899246
simultaneous contact,position (mm),8.352966309,1.557805027
simultaneous contact,position (mm),7.041656494,1.93293674
simultaneous contact,position (mm),5.775421143,1.615728591
simultaneous contact,position (mm),4.564239502,1.676072359
simultaneous contact,position (mm),3.681274414,2.142849152
simultaneous contact,position (mm),2.810272217,1.419369324
simultaneous contact,position (mm),2.109436035,1.287226153
simultaneous contact,position (mm),1.432739258,1.831449494
simultaneous contact,position (mm),0.943389893,1.679783339
simultaneous contact,position (mm),0.540527344,1.210909035
simultaneous contact,position (mm),0.229736328,1.334339469
simultaneous contact,position (mm),0.075073242,1.198323971
simultaneous contact,position (mm),0.035430908,1.444700799
simultaneous contact,position (mm),0.034851074,1.339663919
simultaneous contact,position (mm),0.184020996,1.262701413
simultaneous contact,position (mm),0.556427002,2.951036142
simultaneous contact,position (mm),0.991912842,2.297258206
simultaneous contact,position (mm),1.539428711,1.78046385
simultaneous contact,position (mm),2.17666626,1.898892529
simultaneous contact,position (mm),2.770996094,2.070727055
simultaneous contact,position (mm),3.67678833,1.295938889
simultaneous contact,position (mm),4.633209229,1.387422623
simultaneous contact,position (mm),5.821014404,1.457931251
simultaneous contact,position (mm),6.949920654,1.654451864
simultaneous contact,position (mm),8.375976563,1.740288454
simultaneous contact,position (mm),9.769287109,2.296290124
simultaneous contact,position (mm),11.32006836,2.139622213
simultaneous contact,position (mm),12.95654297,2.064273176
simultaneous contact,position (mm),14.61029053,4.208897145
simultaneous contact,position (mm),16.62896729,3.2517869
simultaneous contact,position (mm),18.57940674,4.130643863
simultaneous contact,position (mm),20.42382813,4.359595218
simultaneous contact,position (mm),22.47113037,4.094824835
simultaneous contact,position (mm),25.02685547,5.897393221
simultaneous contact,position (mm),27.24090576,6.971318675
simultaneous contact,position (mm),29.31756592,8.710316353
simultaneous contact,position (mm),31.19689941,10.27360718
simultaneous contact,position (mm),33.31341553,10.77329875
simultaneous contact,position (mm),35.50531006,16.06128446
simultaneous contact,position (mm),37.65789795,15.61870971
simultaneous contact,position (mm),39.68756104,19.58187541
simultaneous contact,position (mm),41.54077148,21.80475266
simultaneous contact,position (mm),43.60015869,26.08722403
simultaneous contact,position (mm),45.68798828,31.7498574
simultaneous contact,position (mm),47.76092529,33.00045779
simultaneous contact,position (mm),50.08624268,33.58227498
simultaneous contact,position (mm),52.37060547,38.18614952
simultaneous contact,position (mm),54.42303467,42.16690204
simultaneous contact,position (mm),56.44299316,51.93646127
simultaneous contact,position (mm),58.58337402,56.03661056
simultaneous contact,position (mm),60.62463379,57.77706036
simultaneous contact,position (mm),62.46746826,61.89431242
simultaneous contact,position (mm),64.78369141,65.07204106
simultaneous contact,position (mm),66.83764648,69.06941233
simultaneous contact,position (mm),69.07250977,71.65999933
simultaneous contact,position (mm),71.12469482,79.97566099
simultaneous contact,position (mm),73.64099121,81.02715921
simultaneous contact,position (mm),75.7074585,80.13603988
simultaneous contact,position (mm),78.01727295,83.2319656
simultaneous contact,position (mm),80.24517822,84.0288583
simultaneous contact,position (mm),82.25610352,86.34192851
simultaneous contact,position (mm),83.98809814,89.26714914
simultaneous contact,position (mm),85.96289063,89.37073389
simultaneous contact,position (mm),87.62811279,91.20411955
simultaneous contact,position (mm),89.25817871,91.9905247
simultaneous contact,position (mm),90.68280029,93.11317694
simultaneous contact,position (mm),92.09686279,93.19352773
simultaneous contact,position (mm),93.30151367,95.22407939
simultaneous contact,position (mm),94.46820068,96.6787837
simultaneous contact,position (mm),95.45684814,97.00631806
simultaneous contact,position (mm),96.43261719,99.52865529
simultaneous contact,position (mm),97.28814697,98.73918455
simultaneous contact,position (mm),97.93847656,99.17127175
simultaneous contact,position (mm),98.5904541,99.47121577
simultaneous contact,position (mm),99.01831055,99.92621423
simultaneous contact,position (mm),99.4083252,98.88617164
simultaneous contact,position (mm),99.7154541,100
simultaneous contact,position (mm),99.89849854,99.52688048
simultaneous contact,position (mm),100.013855,98.90601732
simultaneous contact,position (mm),100.0267334,99.29034581
simultaneous contact,position (mm),99.97338867,83.18065726
simultaneous contact,position (mm),99.68041992,90.15504153
simultaneous contact,position (mm),99.20263672,68.98938423
simultaneous contact,position (mm),98.63293457,72.09741097
simultaneous contact,position (mm),98.13427734,75.26416802
simultaneous contact,position (mm),97.28137207,76.24144664
simultaneous contact,position (mm),96.52972412,76.92378299
simultaneous contact,position (mm),95.48468018,64.26675832
