condition,measure,observed,estimated
pen spinning,orientation y (degree),7.510321943081116,-13.05053734347945
pen spinning,orientation y (degree),20.50109813948222,-11.689116266625607
pen spinning,orientation y (degree),11.65266701726452,-12.565216530709336
pen spinning,orientation y (degree),-8.421250050208979,-13.172072899592228
pen spinning,orientation y (degree),-17.793143386312817,-6.884080935467674
pen spinning,orientation y (degree),-18.162888419769885,-7.889468011999127
pen spinning,orientation y (degree),-16.734831195423823,-7.586006923475866
pen spinning,orientation y (degree),-11.338065243556944,-6.434435842033938
pen spinning,orientation y (degree),-5.335982839511964,-5.087886993059933
pen spinning,orientation y (degree),-12.692621274349628,-4.220935343219342
pen spinning,orientation y (degree),-7.051425349535815,-3.6731483118557455
pen spinning,orientation y (degree),8.656223898498794,-3.969241321222482
pen spinning,orientation y (degree),16.590549866645983,3.193257706578068
pen spinning,orientation y (degree),25.85434284433217,22.04540559225125
pen spinning,orientation y (degree),29.50140637573112,28.32894062166583
pen spinning,orientation y (degree),37.578680576393374,33.24722234791856
pen spinning,orientation y (degree),33.10202080619695,26.82115246726497
pen spinning,orientation y (degree),3.2872428264527547,0.0641674499936647
pen spinning,orientation y (degree),-17.169196814114894,-24.332620415786515
pen spinning,orientation y (degree),-32.68238280354136,-48.13378449359827
pen spinning,orientation y (degree),-79.24521869354145,-78.01470325760836
pen spinning,orientation y (degree),-33.16307887168007,-34.62799621195237
pen spinning,orientation y (degree),20.59777902745888,21.26453286587394
pen spinning,orientation y (degree),53.04783544383445,38.303167213386864
pen spinning,orientation y (degree),45.89253633919862,35.948016797577054
pen spinning,orientation y (degree),28.01046167117057,27.56482513617404
pen spinning,orientation y (degree),2.17478773410407,12.430885361861124
pen spinning,orientation y (degree),-17.280254411987723,4.410522342155036
pen spinning,orientation y (degree),-22.54152240492826,3.427335564789249
pen spinning,orientation y (degree),-20.24021486514428,3.530595733476069
pen spinning,orientation y (degree),-8.390617603880465,4.306688642749614
pen spinning,orientation y (degree),-0.6533656431956301,5.394978901890322
pen spinning,orientation y (degree),1.534855040096177,6.322436035879802
pen spinning,orientation y (degree),3.3323079940837106,7.183111453782189
pen spinning,orientation y (degree),4.013409203981056,7.918072247583435
pen spinning,orientation y (degree),1.3934324896514805,8.787361551358998
pen spinning,orientation y (degree),-1.7815106141253214,9.991402102078794
pen spinning,orientation y (degree),7.558577197289791,12.376794747661744
pen spinning,orientation y (degree),13.440584576622587,15.434546852562573
pen spinning,orientation y (degree),16.56027342374283,18.33755129266963
pen spinning,orientation y (degree),18.377791143226865,25.81696622174744
pen spinning,orientation y (degree),20.361914137197072,24.562064925837248
pen spinning,orientation y (degree),1.3622600226458006,20.79903030676873
pen spinning,orientation y (degree),-2.148825152324032,18.87518194772984
pen spinning,orientation y (degree),5.292780852586627,26.15737633766556
pen spinning,orientation y (degree),12.61138912407947,34.54505025375614
pen spinning,orientation y (degree),11.180786887949834,38.059714845050266
pen spinning,orientation y (degree),3.5284365304546483,34.30290716131713
pen spinning,orientation y (degree),1.4900680131820996,27.66489521550332
pen spinning,orientation y (degree),6.056675340083226,23.59940959787696
pen spinning,orientation y (degree),8.460775547040704,22.332077603084468
pen spinning,orientation y (degree),9.399017289141767,25.30736738886452
pen spinning,orientation y (degree),10.946275555296191,26.55076177319321
pen spinning,orientation y (degree),14.668295757944048,23.38996615428254
pen spinning,orientation y (degree),17.684555836108924,20.540916414234324
pen spinning,orientation y (degree),15.494704499522769,16.09297657670591
pen spinning,orientation y (degree),11.39130689976952,11.876645376832196
pen spinning,orientation y (degree),11.772092018532645,8.633272655975787
pen spinning,orientation y (degree),7.926507312001913,6.754316825068827
pen spinning,orientation y (degree),4.533644372253017,5.722714325895364
pen spinning,orientation y (degree),2.640656177048184,4.093205097477285
pen spinning,orientation y (degree),2.3487968359019225,2.5929871290759
pen spinning,orientation y (degree),3.24704777839257,1.402085580898341
pen spinning,orientation y (degree),1.8481970098159752,0.192223555237827
pen spinning,orientation y (degree),2.47325228773535,-1.4041327807909256
pen spinning,orientation y (degree),0.5125072144191252,-3.773719420760215
pen spinning,orientation y (degree),-3.680665684244009,-6.813345537210231
pen spinning,orientation y (degree),-7.360012966240499,-9.361908940167552
pen spinning,orientation y (degree),-15.153973698727238,-11.767448886743002
pen spinning,orientation y (degree),-18.78996880399186,-13.493562592249168
pen spinning,orientation y (degree),-3.767378273874086,-14.260525566283889
pen spinning,orientation y (degree),2.12123891339222,-14.158248372020871
pen spinning,orientation y (degree),-11.348412250625826,-13.846311117371384
pen spinning,orientation y (degree),-15.129169865351535,-13.8920497695265
pen spinning,orientation y (degree),-11.68813602409515,-13.469451126167
pen spinning,orientation y (degree),-10.905305798813044,-12.315737913678234
pen spinning,orientation y (degree),-12.467140138006,-12.293778956380809
pen spinning,orientation y (degree),-12.716625450326095,-12.915478023479864
pen spinning,orientation y (degree),-12.12196570718522,-14.203987607548877
pen spinning,orientation y (degree),-12.523562016816228,-15.694040293435632
pen spinning,orientation y (degree),-12.982530986700551,-16.301790177689238
pen spinning,orientation y (degree),-10.18241598451383,-15.79193193774852
pen spinning,orientation y (degree),-2.655043120464951,-15.1370604494622
pen spinning,orientation y (degree),-1.3848866879380086,-15.09986457030882
pen spinning,orientation y (degree),-16.24073446183066,-13.34333202632408
pen spinning,orientation y (degree),-21.59570184122816,-12.87251699388853
pen spinning,orientation y (degree),-18.09518813541788,-12.776699203055816
pen spinning,orientation y (degree),-14.849216933535466,-12.748311275649677
pen spinning,orientation y (degree),-13.579581440186152,-12.240739035586156
pen spinning,orientation y (degree),-10.886326532747615,-11.443134108550336
pen spinning,orientation y (degree),-12.970411860490715,-10.529863798929725
pen spinning,orientation y (degree),-17.26749645953175,-9.510291704528726
pen spinning,orientation y (degree),-23.565761787091464,-8.206329832357941
pen spinning,orientation y (degree),-10.940439802821045,-6.365591900543227
pen spinning,orientation y (degree),-3.745907143422108,-4.493434839649519
pen spinning,orientation y (degree),-6.0822504016995085,-3.730278806820303
pen spinning,orientation y (degree),-8.35283048043666,-3.251058395201424
pen spinning,orientation y (degree),-3.752734407309687,-2.5556683884207128
pen spinning,orientation y (degree),-6.3691775666475845,-1.923985913797712
pen spinning,orientation y (degree),-16.287506825396154,-4.226731085229989
pen spinning,orientation y (degree),-22.968166562948053,-15.251640895447617
pen spinning,orientation y (degree),-20.272039073089168,-13.239406417673706
pen spinning,orientation y (degree),-8.495018236896186,6.777908085378093
pen spinning,orientation y (degree),19.53233546205784,17.463646032269665
pen spinning,orientation y (degree),32.217078872840794,4.710027442612584
pen spinning,orientation y (degree),-14.036657397342552,-13.795629453852024
pen spinning,orientation y (degree),-70.17576245384578,-43.36391473137296
pen spinning,orientation y (degree),-32.32015571878043,-65.30804930500754
pen spinning,orientation y (degree),23.66970776770096,28.882496377765605
pen spinning,orientation y (degree),63.2843192651824,61.38475629099694
pen spinning,orientation y (degree),53.02090295096711,57.3074008090298
pen spinning,orientation y (degree),36.60077457092394,42.10123934435961
pen spinning,orientation y (degree),14.775596204786131,19.36076514352631
pen spinning,orientation y (degree),-1.6696298584341198,6.038197185649182
pen spinning,orientation y (degree),-0.2283754509016627,3.614949893718837
pen spinning,orientation y (degree),2.554869141510178,3.669108994480912
pen spinning,orientation y (degree),4.022962429211718,4.874921962358631
pen spinning,orientation y (degree),6.885684349132082,6.513582769148888
pen spinning,orientation y (degree),10.124799710011771,8.60861777481751
pen spinning,orientation y (degree),11.1810674610329,11.029505826830713
pen spinning,orientation y (degree),12.844365632747154,13.413287548324496
pen spinning,orientation y (degree),16.02242638196058,15.077005148122089
pen spinning,orientation y (degree),17.12026312660063,16.074694703140583
pen spinning,orientation y (degree),17.245828566779082,16.14038825547838
pen spinning,orientation y (degree),16.769555074415052,15.138780494858125
pen spinning,orientation y (degree),15.606715151349006,14.41257395461339
pen spinning,orientation y (degree),14.760761285472968,12.67203390438734
pen spinning,orientation y (degree),13.121600430518,10.542584476384086
pen spinning,orientation y (degree),10.052617169963575,8.761168649336906
pen spinning,orientation y (degree),5.382855260179233,6.686285754076039
pen spinning,orientation y (degree),2.519295910883376,4.962801194818634
pen spinning,orientation y (degree),1.0284606090908437,3.656425818536485
pen spinning,orientation y (degree),0.82444239584898,2.827170371343558
pen spinning,orientation y (degree),1.9857700228737167,1.8778039285563617
pen spinning,orientation y (degree),2.863007445170885,0.6023641647472212
pen spinning,orientation y (degree),0.5304124089974683,-1.7092935037231962
pen spinning,orientation y (degree),-1.7494885229746535,-4.984704457185113
pen spinning,orientation y (degree),-5.952949463317601,-8.46801345877612
pen spinning,orientation y (degree),-10.476297171164283,-11.444541649948883
pen spinning,orientation y (degree),-12.915182768690975,-13.912450902509889
pen spinning,orientation y (degree),-14.024907729170105,-15.543196151379878
pen spinning,orientation y (degree),-15.413750864372709,-16.29990794324301
pen spinning,orientation y (degree),-10.10718922749808,-16.464828518776674
pen spinning,orientation y (degree),3.284323281841081,-14.111532255761649
pen spinning,orientation y (degree),19.13793358084077,-10.056483964063002
pen spinning,orientation y (degree),23.099734264272445,-9.1344256346221
pen spinning,orientation y (degree),1.8367760086314784,-11.386639200092164
pen spinning,orientation y (degree),-13.69418566898946,-9.417097648078077
pen spinning,orientation y (degree),-16.42868797265349,-9.840068450470334
pen spinning,orientation y (degree),-16.07968958556192,-9.395197646425084
pen spinning,orientation y (degree),-14.485294613294345,-8.083284324298518
pen spinning,orientation y (degree),-9.816443473403805,-5.887736970982894
pen spinning,orientation z (degree),-20.44426241208464,-186.4298630237382
pen spinning,orientation z (degree),-27.56375643369336,-176.74600176945566
pen spinning,orientation z (degree),-170.27985260629924,-171.14003333852787
pen spinning,orientation z (degree),-179.7949113054645,-168.41488726519094
pen spinning,orientation z (degree),-180.6195299341425,-176.78346719949752
pen spinning,orientation z (degree),-180.5106574782154,-177.6045673738472
pen spinning,orientation z (degree),-176.59858509376352,-172.71917216928378
pen spinning,orientation z (degree),-162.8011326401445,-164.60920566658646
pen spinning,orientation z (degree),-145.17185070142938,-161.33944678561392
pen spinning,orientation z (degree),-147.28324271843775,-171.41732988039877
pen spinning,orientation z (degree),-143.13627660370747,-177.1832269922343
pen spinning,orientation z (degree),-137.06144131157996,-144.09467087187883
pen spinning,orientation z (degree),-119.88322133144185,-122.47330531969942
pen spinning,orientation z (degree),-53.43353821317,-58.2093107977455
pen spinning,orientation z (degree),8.550955928618611,-32.21520775993207
pen spinning,orientation z (degree),16.157317690009034,-23.632289100353603
pen spinning,orientation z (degree),-41.35235325433794,-23.603139615626446
pen spinning,orientation z (degree),-44.37749324496595,-25.975968838809425
pen spinning,orientation z (degree),-30.98729675944112,-28.794064655442355
pen spinning,orientation z (degree),-19.539104139522355,-25.480857885719843
pen spinning,orientation z (degree),-21.2255781470759,-23.62298392109983
pen spinning,orientation z (degree),-22.25885002765921,-25.35845586580752
pen spinning,orientation z (degree),-27.4676905245079,-28.134683421386967
pen spinning,orientation z (degree),-34.72914489988636,-33.11659484263703
pen spinning,orientation z (degree),-43.4157495092844,-38.99282146207008
pen spinning,orientation z (degree),-53.369916355916246,-46.244228540921085
pen spinning,orientation z (degree),-63.11309312411601,-54.382559756459216
pen spinning,orientation z (degree),-73.43173869412212,-62.50670434584811
pen spinning,orientation z (degree),-85.20759102226569,-71.11314949303596
pen spinning,orientation z (degree),-97.02550274125832,-96.17547506615074
pen spinning,orientation z (degree),-106.52988561010348,-103.42818185987647
pen spinning,orientation z (degree),-117.06368663867048,-112.17922797983547
pen spinning,orientation z (degree),-128.1360373493912,-123.66953109092026
pen spinning,orientation z (degree),-137.79594770120173,-133.35088331974958
pen spinning,orientation z (degree),-148.1991241355536,-142.0435497527545
pen spinning,orientation z (degree),-159.0286806267615,-154.07991146066846
pen spinning,orientation z (degree),-169.67908611994065,-165.94628648846083
pen spinning,orientation z (degree),-180.2612385520625,-174.2260401335122
pen spinning,orientation z (degree),-188.9193783010876,-181.53421461213725
pen spinning,orientation z (degree),-196.96522103754376,-189.42243559332053
pen spinning,orientation z (degree),-206.05923101841748,-198.0830535984131
pen spinning,orientation z (degree),-215.13548301065177,-206.00613047146967
pen spinning,orientation z (degree),-225.1148902658,-214.01045623697115
pen spinning,orientation z (degree),-236.42929221823545,-222.46574883663945
pen spinning,orientation z (degree),-246.26210073393383,-230.0921548628965
pen spinning,orientation z (degree),-251.44831014032383,-234.9437620781728
pen spinning,orientation z (degree),-254.5672009103648,-241.87652803840507
pen spinning,orientation z (degree),-258.6255078433836,-247.03176322255365
pen spinning,orientation z (degree),-262.4794890928248,-246.75330521593125
pen spinning,orientation z (degree),-264.94486746144764,-246.5151482051956
pen spinning,orientation z (degree),-266.630212636505,-249.4590421598297
pen spinning,orientation z (degree),-274.1451756410395,-254.13294949811848
pen spinning,orientation z (degree),-281.6183940427967,-284.5492168375572
pen spinning,orientation z (degree),-288.25314816954625,-288.8213180558922
pen spinning,orientation z (degree),-295.58821043346137,-296.4905252042272
pen spinning,orientation z (degree),-303.5797965475549,-305.5099229239568
pen spinning,orientation z (degree),-312.053770323772,-314.57270203598404
pen spinning,orientation z (degree),-321.91603396710286,-321.27095390823945
pen spinning,orientation z (degree),-324.32630662835004,-325.5473001910165
pen spinning,orientation z (degree),-318.6910676628482,-323.9548073572961
pen spinning,orientation z (degree),-312.02916136443525,-307.69863885428373
pen spinning,orientation z (degree),-310.1387048576569,-303.62493489571006
pen spinning,orientation z (degree),-308.292668657922,-301.6073874719209
pen spinning,orientation z (degree),-307.56275184192714,-297.86299777787616
pen spinning,orientation z (degree),-333.0457508938958,-313.6516575323835
pen spinning,orientation z (degree),-341.42655344642446,-327.0568157131662
pen spinning,orientation z (degree),-335.2338313059007,-324.07516049668214
pen spinning,orientation z (degree),-320.3984442379012,-311.9560612994597
pen spinning,orientation z (degree),-292.0594180420835,-136.86176596445895
pen spinning,orientation z (degree),-123.84548773645209,-119.54031879316366
pen spinning,orientation z (degree),-111.0250862488492,-110.96504524382917
pen spinning,orientation z (degree),-90.12787241668174,-86.1961071598306
pen spinning,orientation z (degree),-71.90224953804716,-67.23825942865932
pen spinning,orientation z (degree),-55.298765264359005,-40.194353217299465
pen spinning,orientation z (degree),-39.27110254534749,-14.785088677346891
pen spinning,orientation z (degree),-19.137433827611968,0.147602415644144
pen spinning,orientation z (degree),6.9702689808567575,2.4553547833031644
pen spinning,orientation z (degree),17.099095949186207,-0.300130049997108
pen spinning,orientation z (degree),20.309302852813605,-4.143995415010977
pen spinning,orientation z (degree),15.36596453013764,-8.761147216977918
pen spinning,orientation z (degree),4.125864931775889,-14.07334028799977
pen spinning,orientation z (degree),-9.185650851893971,-20.40339714932957
pen spinning,orientation z (degree),-22.36204290506126,-25.52645242705665
pen spinning,orientation z (degree),-34.3110658251968,-30.287878586623265
pen spinning,orientation z (degree),-44.10638219842527,-37.04483209894147
pen spinning,orientation z (degree),-52.26236743945254,-43.91982292465025
pen spinning,orientation z (degree),-61.14653351472777,-50.576273104998734
pen spinning,orientation z (degree),-70.3915097915732,-55.38802031072032
pen spinning,orientation z (degree),-79.6787958040312,-56.97519149201378
pen spinning,orientation z (degree),-88.92784179262242,-63.562908878424594
pen spinning,orientation z (degree),-99.29485765229272,-70.8292637560537
pen spinning,orientation z (degree),-100.94013454478878,-81.28771239222175
pen spinning,orientation z (degree),-92.2811844157126,-84.91468102355554
pen spinning,orientation z (degree),-75.41629084742436,-77.67531979698532
pen spinning,orientation z (degree),-56.90141187849666,-64.03368627138724
pen spinning,orientation z (degree),-44.85929425076368,-53.61684362357079
pen spinning,orientation z (degree),-42.91712200323413,-48.42534825739125
pen spinning,orientation z (degree),-39.61063347752805,-45.98855957751209
pen spinning,orientation z (degree),-41.9058223710944,-46.17497716743901
pen spinning,orientation z (degree),-51.13275670808387,-68.59426347244016
pen spinning,orientation z (degree),-64.80660646599554,-78.39366822073447
pen spinning,orientation z (degree),-79.0493750200722,-100.10233006171558
pen spinning,orientation z (degree),-93.16642944074223,-109.21639228674152
pen spinning,orientation z (degree),-104.38685192771273,-118.76507047439505
pen spinning,orientation z (degree),-113.68109715265496,-127.61311874758444
pen spinning,orientation z (degree),-124.65454599323748,-137.10293793903003
pen spinning,orientation z (degree),-135.3456560437678,-146.51070846191172
pen spinning,orientation z (degree),-144.4761731451618,-152.9816939707293
pen spinning,orientation z (degree),-150.79116947937345,-158.0247816558717
pen spinning,orientation z (degree),-155.41390859264993,-163.21540537572528
pen spinning,orientation z (degree),-162.89763309625604,-169.4354922600941
pen spinning,orientation z (degree),-172.1383144754006,-175.69697766847446
pen spinning,orientation z (degree),-181.8703143366423,-182.083418188192
pen spinning,orientation z (degree),-189.05155412212747,-190.3998292207975
pen spinning,orientation z (degree),-196.3136464644724,-200.0187196633769
pen spinning,orientation z (degree),-203.9041006910929,-207.5771301747865
pen spinning,orientation z (degree),-210.524545127544,-214.90152869339823
pen spinning,orientation z (degree),-218.5891720111269,-223.2849097020729
pen spinning,orientation z (degree),-231.38694159237352,-229.52694781619925
pen spinning,orientation z (degree),-238.1359897484812,-229.14189193027
pen spinning,orientation z (degree),-231.30411260137384,-226.50368908110687
pen spinning,orientation z (degree),-222.921720468992,-222.4274558287821
pen spinning,orientation z (degree),-219.63196897571035,-218.703635389982
pen spinning,orientation z (degree),-220.6554768154569,-216.56500108436867
pen spinning,orientation z (degree),-224.21185221599887,-217.7979548611707
pen spinning,orientation z (degree),-230.4819965762067,-221.03606055804283
pen spinning,orientation z (degree),-237.7955575924003,-225.94293854990545
pen spinning,orientation z (degree),-244.4635839785124,-232.5736539361461
pen spinning,orientation z (degree),-251.25084358772463,-240.97045051214585
pen spinning,orientation z (degree),-258.89485939865693,-247.5289957419952
pen spinning,orientation z (degree),-267.3108971009806,-253.06949388381184
pen spinning,orientation z (degree),-274.37329154290376,-258.3343685989343
pen spinning,orientation z (degree),-276.6274288647586,-288.2650696768438
pen spinning,orientation z (degree),-279.6280177859239,-291.1174664418375
pen spinning,orientation z (degree),-282.7103567744839,-291.9691827814258
pen spinning,orientation z (degree),-285.8897290066338,-292.7548089982609
pen spinning,orientation z (degree),-289.64316232510765,-295.82636709771543
pen spinning,orientation z (degree),-294.04204198920894,-302.0821773193543
pen spinning,orientation z (degree),-299.1235368404067,-307.93082046063444
pen spinning,orientation z (degree),-305.1292501432764,-313.0267253449652
pen spinning,orientation z (degree),-311.51970383015765,-317.51117123194814
pen spinning,orientation z (degree),-314.26444155879545,-322.7409308848672
pen spinning,orientation z (degree),-317.984226306577,-327.3023606413753
pen spinning,orientation z (degree),-323.5282643685304,-328.85307769663336
pen spinning,orientation z (degree),-329.07095574714026,-329.7688503072331
pen spinning,orientation z (degree),-332.16526398510564,-330.7756015780648
pen spinning,orientation z (degree),-333.78162834145814,-331.3829077363328
pen spinning,orientation z (degree),-331.18054910952463,-328.77018810318884
pen spinning,orientation z (degree),-316.2176209841785,-317.35821010228005
pen spinning,orientation z (degree),-295.1901758845784,-289.29160691113213
pen spinning,orientation z (degree),-269.2498555666921,-240.024160256352
pen spinning,orientation z (degree),-234.8291964427336,-200.1444241895486
pen spinning,orientation z (degree),-165.13138744342436,-152.96894030673803
pen spinning,orientation z (degree),-123.030840026404,-135.8725574328137
pen spinning,orientation z (degree),-142.04342616638772,-135.6800923516375
pen spinning,orientation z (degree),-269.8561906009019,-232.002052737176
pen spinning,orientation z (degree),-284.232899110184,-298.4508504860819
pen spinning,orientation z (degree),-333.8569895736971,-339.99914428384665
pen spinning,orientation z (degree),-387.7191881208088,-372.41671556183854
pen spinning,orientation z (degree),-384.2915452626898,-375.3588361948104
pen spinning,orientation z (degree),-374.7645632165153,-371.26610913722567
pen spinning,orientation z (degree),-358.436729156598,-363.3686461392849
pen spinning,orientation z (degree),-352.7711883354279,-361.1633742774677
pen spinning,orientation z (degree),-356.7268430549092,-365.6197704581023
pen spinning,orientation z (degree),-365.65848475770366,-373.83799065977297
pen spinning,orientation z (degree),-374.9844323736489,-381.9915099009393
pen spinning,orientation z (degree),-385.5625322967298,-390.7024706766008
pen spinning,orientation z (degree),-398.0944146317517,-401.84998282759386
pen spinning,orientation z (degree),-409.8913714954517,-414.4404574167374
pen spinning,orientation z (degree),-419.81945622673686,-425.42399614754993
pen spinning,orientation z (degree),-429.6517347116954,-433.2335212391045
pen spinning,orientation z (degree),-439.7037282412712,-439.2968033624402
pen spinning,orientation z (degree),-449.5218073739657,-456.2717852199584
pen spinning,orientation z (degree),-458.2027866067773,-462.0780614090923
pen spinning,orientation z (degree),-465.3095199141444,-469.6884383543624
pen spinning,orientation z (degree),-475.5661501094997,-480.24766303067815
pen spinning,orientation z (degree),-486.11840921499663,-494.5415100080369
pen spinning,orientation z (degree),-495.5197885338847,-505.7099601063584
pen spinning,orientation z (degree),-506.2276322640011,-514.3864821774931
pen spinning,orientation z (degree),-518.2619245243354,-524.2575642713357
pen spinning,orientation z (degree),-530.3358675661382,-531.7541614878077
pen spinning,orientation z (degree),-540.1479657251338,-537.7978902036723
pen spinning,orientation z (degree),-546.8118273910451,-544.160438940807
pen spinning,orientation z (degree),-555.2141493939305,-551.8299705568425
pen spinning,orientation z (degree),-565.5806245387702,-559.7566102254237
pen spinning,orientation z (degree),-576.8282278421623,-567.8535423608732
pen spinning,orientation z (degree),-589.4853311772299,-576.272582405252
pen spinning,orientation z (degree),-600.9408705743015,-583.809611074328
pen spinning,orientation z (degree),-608.9121930072798,-589.1186411797928
pen spinning,orientation z (degree),-612.4757296908499,-591.3810898962946
pen spinning,orientation z (degree),-614.3919996199027,-597.8305983801554
pen spinning,orientation z (degree),-616.7719587798945,-603.2870732221572
pen spinning,orientation z (degree),-618.783004577408,-605.7457761005281
pen spinning,orientation z (degree),-620.1869080337603,-608.8680214513706
pen spinning,orientation z (degree),-626.8890733585457,-615.3306086485323
pen spinning,orientation z (degree),-634.8023562653547,-644.6169436114816
pen spinning,orientation z (degree),-641.9359682131354,-650.3539416557235
pen spinning,orientation z (degree),-649.6642523411997,-655.9089731132043
pen spinning,orientation z (degree),-657.9300628451264,-661.7813865627767
pen spinning,orientation z (degree),-666.6286513762267,-673.2397905596886
